Close,Adj Close
56.4062,36.83255
56.6562,36.995811
57.1875,37.34272
57.296799,37.414085
57.328098,37.434525
57.546799,37.577358
57.703098,37.679405
57.9687,37.85284
58.234299,38.026279
58.765598,38.373219
58.4375,38.36264
58.2187,38.218998
58.5,38.40366
58.7812,38.588268
58.296799,38.270271
58.3125,38.280598
58.2187,38.218998
58.203098,38.208748
58.1562,38.177967
58.5937,38.465176
58.484299,38.393356
58.1875,38.198524
58.25,38.239544
58.1875,38.198524
58.359299,38.31131
58.4062,38.342094
57.921799,38.02409
57.890598,38.003613
58.078098,38.126701
58.4375,38.36264
58.625,38.485737
58.3437,38.301071
58.734299,38.557472
58.9062,38.67033
59.1875,38.854996
58.828098,38.619057
58.703098,38.536991
58.765598,38.578041
58.2812,38.260044
57.75,37.91132
58.1875,38.198524
58.5625,38.44471
58.3125,38.280598
58.7812,38.588268
59.1562,38.834454
59.234299,38.885704
59.0312,38.752373
58.8125,38.608822
59.3437,38.957546
59.5625,39.101173
59.5312,39.080635
59.4687,39.039604
59.078098,38.783176
59.671799,39.172901
60,39.388378
60.1875,39.511471
59.875,39.306316
60.359299,39.624245
60.171799,39.501156
60.328098,39.603741
60.3437,39.613998
60.984299,40.034546
61.046799,40.075584
60.9062,39.98328
60.984299,40.034546
61.734299,40.52689
62.140598,40.793617
62.2812,40.885933
61.953098,40.670532
62.1562,40.803852
62.421799,40.978207
62.234299,40.855137
62.625,41.111614
62.171799,40.814098
61.8125,40.829109
60.625,40.044724
61.265598,40.46785
60.671799,40.075638
60.984299,40.282047
61.203098,40.426575
61.5,40.622681
61.4687,40.602016
61.4062,40.560722
61.484299,40.612312
62.140598,41.045822
62.3125,41.159386
61.7187,40.767132
61.5937,40.68457
61.828098,40.839401
60.765598,40.137596
59.9687,39.611229
60.328098,39.84861
60.234299,39.786644
60.109299,39.704086
60.8437,40.189178
60.6562,40.065323
60.859299,40.199467
61.265598,40.46785
61.2812,40.478165
61.421799,40.57103
61.921799,40.901306
61.703098,40.756836
62.234299,41.107719
62.484299,41.272858
63.015598,41.623783
63.671799,42.057236
63.9062,42.212048
63.640598,42.036621
64.156197,42.377186
64.765602,42.779697
65.140602,43.027409
65.843697,43.49184
65.828102,43.481537
66.328102,43.811787
66.1875,43.718941
65.609299,43.337006
65.203102,43.068687
64.9375,42.893269
64.296799,42.470078
65.093697,42.996445
66.125,43.677635
65.9375,43.553776
65,42.934559
64.796799,42.80032
64.5,42.60429
63.875,42.191444
64.890602,42.862301
65.265602,43.109982
65.875,43.512512
65.296799,43.130577
65.625,43.347389
63.5,41.943752
64.234299,42.428776
63.734299,42.098515
64.171799,42.387478
64.453102,42.573307
64.125,42.544708
65.359299,43.363621
65.218697,43.270348
65.140602,43.218513
64.984299,43.114819
65.156197,43.228878
65.031197,43.145935
65.343697,43.353271
64.75,42.959385
65,43.125256
64.6875,42.917908
65.4375,43.415512
65.5625,43.498428
65.5625,43.498428
65.515602,43.467331
64.390602,42.720928
64.140602,42.555065
63,41.798309
62.921799,41.746429
63.7187,42.27515
64.25,42.627644
64.4375,42.752033
64.281197,42.648327
64.375,42.710567
64.531197,42.814205
65.031197,43.145935
65.234299,43.280682
65,43.125256
65.296799,43.322144
65.4375,43.415512
65.4375,43.415512
65.390602,43.384392
65.531197,43.477665
64.406197,42.731255
64.3125,42.66909
64.25,42.627644
63.984299,42.451359
64.781197,42.980068
64.734299,42.948956
65.375,43.374035
66.359299,44.027088
66.765602,44.296642
66.6875,44.244843
66.828102,44.33812
67.1875,44.576561
67.640602,44.87719
67.546799,44.814949
68.1875,45.240021
67.906197,45.053391
68.171799,45.229607
67.484299,44.773479
67.031197,44.472866
67.375,44.700977
66.875,44.369247
67.0625,44.493633
67.531197,44.804592
68.125,45.198555
67.625,44.866821
67.625,44.866821
67.406197,44.721676
67.343697,44.68021
67.218697,44.597267
67.218697,44.597267
66.9375,44.410694
66.890602,44.379593
66.343697,44.016727
66.640602,44.213711
66.593697,44.182606
66.8125,44.562641
66.9375,44.646011
66.859299,44.593868
66.406197,44.291653
66.875,44.604347
67.109299,44.760605
67.6875,45.146244
67.4375,44.979504
67.296799,44.885658
65.578102,43.73933
65.3125,43.562176
65.578102,43.73933
65.843697,43.916481
64.515602,43.030666
64.5625,43.061939
62.6562,41.790478
62.8125,41.894733
63.5625,42.394947
64.4375,42.978569
63.9687,42.665882
63.5,42.353287
62.6875,41.811359
62.8125,41.894733
63.375,42.269905
63.7187,42.499153
63.015598,42.030182
63.625,42.436642
64.093697,42.749264
65.156197,43.457943
66.5625,44.395905
66.171799,44.135311
66.375,44.270844
66.546799,44.385437
66.4375,44.312534
66.218697,44.166595
66.703102,44.489681
66.171799,44.135311
66.406197,44.291653
66.281197,44.208271
66.843697,44.583462
66.875,44.604347
66.828102,44.573051
66.593697,44.416718
67.218697,44.833576
66.859299,44.593868
66.531197,44.375031
66.781197,44.541771
66.671799,44.468815
66.015602,44.031124
65.328102,43.57259
65.75,43.853981
65.8125,43.895664
65.015602,43.364166
65.9375,43.979023
66.718697,44.500111
66.6875,44.479282
67.0625,44.729389
67.531197,45.042007
68.5625,45.729866
68.8125,45.89661
68.656197,45.792343
68.484299,45.677719
68.75,45.854931
68.640602,46.01757
68.625,46.007103
68.609299,45.996609
68.656197,46.028034
68.625,46.007103
68.6875,46.048992
68.625,46.007103
69,46.258522
69.468697,46.572746
69.406197,46.530823
70.343697,47.159355
70.421799,47.211708
70.140602,47.023193
69.593697,46.656525
69.453102,46.562267
70.3125,47.138428
70.406197,47.201252
70.3125,47.138428
70.656197,47.368866
70.843697,47.494541
71.218697,47.745975
71.125,47.683144
70.625,47.347931
70.859299,47.505009
70.25,47.096542
70.3125,47.138428
