Close,Net Chg,Open,High,Low,Tick Count,Volume
118.48,-1.45,119.93,119.97,118.25,280400,121008694
119.11,0.63,119.05,119.44,118.27,483787,171201665
119.36,0.25,119.1,119.68,118.522,233441,88324496
120.83,1.47,120.1,121.06,120.07,320462,114123155
120.84,0.01,120.82,121.11,120.64,149026,58750056
119.71,-1.13,120.88,121.01,119.31,382658,154043759
118.85,-0.86,119.72,119.95,118.78,233134,91911009
120.35,1.5,119.38,120.55,119.2,280160,98871504
120.39,0.04,120.345,120.68,120.18,179508,66000876
117.46,-2.93,119.01,119.03,117.04,480219,195580474
117.56,0.1,117.46,117.88,116.92,298842,115885224
117.26,-0.3,116.56,117.8,115.97,453285,173829068
116.84,-0.42,117.26,117.37,116.24,253458,105966744
115.23,-1.61,116.26,117,114.92,562789,220699976
113.01,-2.22,115.24,115.363,105,918418,340821262
111.59,-1.42,112.64,113.77,109.41,1065652,398650310
111.24,-0.35,111.6,112.47,110.55,428236,160558545
115.51,4.27,115.81,116.65,115.02,693943,232273433
116.17,0.66,115.52,116.25,114.91,283203,101352746
116.89,0.72,115.07,117.09,114.91,457684,144645923
115.83,-1.06,116.89,117.36,115.58,384479,120787511
117.16,1.33,116.29,117.42,116.09,395918,123991580
117.44,0.28,117.16,117.62,116.89,223259,75276225
117.29,-0.15,117.13,117.68,116.67,349542,109106976
116,-1.29,117.29,117.45,115.89,290151,96535542
113.5,-2.5,115.12,115.33,112.87,610137,193156510
113.89,0.39,113.49,114.12,112.91,288799,111002287
46.66,-67.23,0,261198.75,0,1258484,76931
47.89,1.23,0,1074973.5,0,2491990,228957
46.46,-1.43,0,221417,0,1394252,249148
109.69,63.23,108.35,109.95,108.19,462863,140383525
107.53,-2.16,109.69,109.75,107.37,308098,105645523
108.95,1.42,108.08,109.25,107.61,375567,108720206
110.3,1.35,108.94,110.34,108.522,265042,94685291
109.87,-0.43,110.65,111.06,109.58,377664,123015138
110.787,0.917,109.86,110.87,109.74,236631,79359944
108.03,-2.757,108.61,109.33,107.8,494969,152703354
106.98,-1.05,108.02,108.087,106.465,414148,149729999
107.31,0.33,107.2,107.61,106.28,429261,124881662
105.49,-1.82,107.31,107.37,105.41,287764,97296634
105.57,0.08,105.57,106.32,104.65,597695,193168849
106.57,1,105.57,106.83,104.83,388218,129919326
107.71,1.14,107.24,108.28,106.83,374528,117641057
106.02,-1.69,107.71,108.2,105.6,340710,117749746
108.13,2.11,107.86,108.83,107.69,468997,150134888
109.19,1.06,108.12,109.28,108.02,252900,98998133
109.03,-0.16,108.19,109.4,108.12,388494,110668241
109.65,0.62,109.035,109.75,108.51,186618,65498799
110.44,0.79,110.52,111.12,110.11,322195,103292666
109.509,-0.931,110.442,110.68,109.4,251247,81842585
111.19,1.681,110.28,111.35,110.09,331245,103793581
111.95,0.76,111.185,112.1,111.1,210865,82048005
112.047,0.097,111.42,112.3,111.2,321924,105515498
111.96,-0.087,112.05,112.42,111.51,229055,71424497
111.64,-0.32,112.28,112.33,111.05,373857,122566056
112.14,0.5,111.64,112.22,111.2,242300,88909361
111.68,-0.46,111.83,112.13,111.37,284584,91389698
111.729,0.049,111.68,111.88,111.48,137118,59474299
112.348,0.619,113.12,113.2,112.1,318373,95929283
111.39,-0.958,112.35,112.42,110.79,270092,89754999
111.1,-0.29,111.41,111.9,110.91,317727,93877611
109.58,-1.52,111.1,111.39,109.41,296471,116756548
109.23,-0.35,109.64,109.66,108.48,379103,117790452
109.23,0,109.22,110.03,108.8,314475,116511042
108.12,-1.11,107.74,108.12,106.77,387389,120129083
107.91,-0.21,108.12,108.42,107.55,235336,81329637
107.68,-0.23,108.03,108.32,107.14,326251,98514962
107.53,-0.15,107.68,108.13,107.48,148320,48512684
104.43,-3.1,106.02,106.07,104.27,540003,173638925
104.22,-0.21,104.43,104.9,103.55,389068,147546717
104.58,0.36,103.92,104.88,103.85,346168,111580493
103.07,-1.51,104.58,104.69,102.88,295083,117948467
102.5,-0.57,103.15,103.49,101.13,633820,210678510
102.81,0.31,102.5,103.13,102.08,315720,115619274
101.802,-1.008,103.11,103.42,101.62,330069,109692615
102.22,0.418,101.802,103.11,101.77,163526,58425846
103.19,0.97,103.64,104.37,102.9,393206,117970957
102.87,-0.32,103.19,103.26,101.88,276251,102127049
105.03,2.16,103.13,105.09,103.02,374776,122477802
106.15,1.12,105.03,106.24,104.83,268937,99006371
106.48,0.33,107,107.28,106.04,358825,112126464
107.16,0.68,106.48,107.17,105.91,222033,73662045
107.3,0.14,107.13,107.69,106.93,246206,73269099
107.96,0.66,107.3,107.97,107.26,161482,57801532
107.93,-0.03,107.6,108.24,107.15,253124,75566302
108.03,0.1,107.93,108.09,107.64,121660,44627406
109.4,1.37,109.15,109.89,108.93,334620,107866471
109.66,0.26,109.4,110.09,109.27,193722,69979044
109.725,0.065,109.31,110.08,108.96,270141,82342410
109.67,-0.055,109.72,109.81,108.86,219583,82061009
109.13,-0.54,109.61,109.69,108.17,304222,107425919
109.68,0.55,109.13,110.06,108.64,247899,92656764
107.09,-2.59,109.09,109.18,107.07,391534,127017818
106.63,-0.46,107.087,107.43,106.45,260890,103919850
106.77,0.14,107.05,107.43,106.22,275272,92787311
107.29,0.52,106.76,107.63,106.63,183048,70897546
107.07,-0.22,105.87,107.09,105.82,302026,103703991
108.48,1.41,107.06,108.56,107.01,266746,104148854
108.43,-0.05,109.04,109.07,107.96,316102,92263083
107.08,-1.35,108.43,108.68,106.63,367203,140392074
109.64,2.56,108.34,109.85,108.33,384622,131357015
109.497,-0.143,109.645,109.94,109.06,207409,86140828
110.26,0.763,109.24,110.26,108.93,349665,118470604
110.41,0.15,110.25,110.57,109.3,200164,75727160
111.34,0.93,110.6,111.47,110.29,252470,91945381
111.56,0.22,111.33,111.67,110.95,134040,59357020
111.27,-0.29,112.17,112.29,111.11,353331,123427690
111.55,0.28,111.275,111.81,111.22,156106,57627362
111.2,-0.35,111.32,111.66,110.87,243041,77227220
110.83,-0.37,111.2,111.31,110.46,169844,62755412
110.19,-0.64,111.52,111.82,109.41,334972,109852159
110.29,0.1,110.2,110.98,110.01,201346,88759633
110.016,-0.274,109.17,110.64,108.98,314661,109247498
110.27,0.254,110.02,110.86,109.56,189003,76423578
112.42,2.15,111.99,112.67,111.54,242476,87494930
112.76,0.34,112.42,112.94,112.32,134043,51680355
112.298,-0.462,112.48,112.77,111.85,247520,84399902
112.22,-0.078,112.298,112.51,111.97,126622,45986507
112.53,0.31,112.53,113.03,112.16,254182,86169393
112.97,0.44,112.539,113.11,112.46,125112,49079344
112.5,-0.47,112.25,112.78,112.08,211645,75366163
112.85,0.35,112.5,112.91,112.5,108796,41961627
111.22,-1.63,111.74,112.57,110.92,359172,122994838
112.41,1.19,111.22,112.43,111.12,207703,80220809
112.77,0.36,112.92,112.96,112.32,168860,54052178
113.01,0.24,112.77,113.18,112.72,105903,51832407
111.605,-1.405,112.03,112.23,111.37,218713,75736069
112.42,0.815,111.605,112.98,111.55,347308,127414897
109.55,-2.87,110.65,110.69,109.23,392414,136676062
109.3,-0.25,109.555,109.72,109.12,222875,88571180
108.71,-0.59,107.65,109,107.6,333248,120305654
108.63,-0.08,108.71,109.02,108.27,198716,74042614
108.75,0.12,108.29,108.96,108.18,251422,85500312
108.31,-0.44,108.76,108.905,108.22,124612,45831719
108.47,0.16,107.57,108.61,107.18,255336,79989079
108.26,-0.21,108.47,108.53,107.82,149475,48735710
110.32,2.06,109.19,110.32,108.88,261538,92276256
109.59,-0.73,110.315,110.39,109.55,147291,57478862
110.24,0.65,109.54,110.31,108.91,275637,98799904
109.79,-0.45,110.25,110.38,109.78,158381,59818876
107.815,-1.975,109.22,109.49,107.43,332188,132119050
107.88,0.065,107.815,108.35,107.48,178598,74286320
107.18,-0.7,107.56,107.938,106.75,252500,96946878
107.53,0.35,107.18,107.71,107.05,160848,61837692
107.67,0.14,108.04,108.57,107.3,232313,78759959
107.14,-0.53,107.665,107.95,107.07,128889,48178051
106.17,-0.97,105.95,106.39,104.97,385732,141506677
105.56,-0.61,106.169,106.27,105.48,223861,90526813
105.08,-0.48,104.95,105.44,104.29,331027,124497733
105.88,0.8,105.083,106.34,105.04,200706,82830881
105.77,-0.11,106.44,106.58,105.57,278773,103064808
105.23,-0.54,105.77,105.89,104.88,214384,89340351
106.34,1.11,105.89,106.5,104.31,400408,151362122
106.82,0.48,106.33,106.97,106.28,175822,79630382
106.01,-0.81,106.58,106.91,105.97,213827,75894118
105.311,-0.699,106,106.17,105.3,148527,65301330
105.67,0.359,104.92,105.98,104.49,319836,119095788
105.45,-0.22,105.68,105.86,104.83,267327,110614832
108.26,2.81,106.73,108.48,106.66,369510,132456292
108.44,0.18,108.27,108.61,108.06,185726,82729166
108.8,0.36,108.72,109.2,108.49,248259,86959800
109.47,0.67,108.8,109.49,108.79,123953,48810953
110.58,1.11,110.54,110.99,109.95,286659,104802917
110.92,0.34,110.57,110.94,110.25,137477,61500648
109.93,-0.99,110.37,110.51,109.74,217720,70395768
109.68,-0.25,109.94,110.23,109.55,131705,47273300
110.66,0.98,109.86,110.85,109.81,202154,65801136
110.41,-0.25,110.66,110.72,110.1,171278,64465165
110.73,0.32,111.65,111.68,110.73,199458,73038873
110.92,0.19,110.73,111.26,110.62,126766,50505576
111.32,0.4,111.12,111.56,110.87,181362,60417317
111.482,0.162,111.32,111.61,111.26,105679,44174338
112.47,0.988,112.58,112.95,112.13,206816,76354525
112.72,0.25,112.46,112.86,112.21,132056,50675142
112.84,0.12,112.5,113.29,112.08,291857,99085268
112.65,-0.19,112.84,113.22,112.62,157536,70733023
112.86,0.21,112.32,113.03,111.98,246746,85631644
113.12,0.26,112.85,113.21,112.58,140822,54649533
112.67,-0.45,112.73,112.91,112.35,272659,89283010
113.1,0.43,112.67,113.12,112.53,134203,51937965
112.45,-0.65,113.04,113.59,112.18,282748,98785213
112.51,0.06,112.44,112.74,112.35,133315,53732893
113.706,1.196,112.88,113.84,112.62,244604,93002675
114.23,0.524,113.7,114.46,113.61,176096,75033978
113.82,-0.41,114.3,114.34,113.76,213164,68423119
113.98,0.16,113.81,114.84,113.51,369923,154751807
113.31,-0.67,113.8,114.44,113.1,329138,104574616
113.43,0.12,113.32,113.73,113.26,173702,62306385
113.32,-0.11,112.49,113.67,112.27,300583,102898762
112.52,-0.8,113.32,113.4,112.18,201155,72014932
114.77,2.25,113.75,114.79,113.65,284117,93951518
114.79,0.02,114.76,114.9,114.55,155392,59749988
114.51,-0.28,114.86,114.87,114.31,197957,63073351
114.32,-0.19,114.5,114.99,114.16,126615,48541557
114.42,0.1,114.42,114.62,113.18,365738,112315145
114.71,0.29,114.42,115.04,114.1,197340,68604133
114.54,-0.17,114.38,114.86,114.02,287582,91143230
114.41,-0.13,114.548,114.91,114.07,183222,64261610
114.43,0.02,115.05,115.79,113.59,496515,176906472
114.12,-0.31,114.43,114.64,114.01,198175,68897723
114.56,0.44,114.99,115.12,113.93,356541,111745530
114.61,0.05,114.56,114.85,114.3,138014,45448305
113.54,-1.07,114.37,114.85,113.18,297938,99039477
113.75,0.21,113.53,113.78,113.24,154597,50590433
115.99,2.24,114.8,116.1,114.67,361786,116720238
116.03,0.04,115.99,116.32,115.88,170644,61246672
115.7,-0.33,116.02,116.33,115.56,278020,83703446
116.06,0.36,115.71,116.06,115.624,134477,45183237
115.5,-0.56,116.5,116.53,115.19,319711,97861385
115.89,0.39,115.505,116.01,115.37,134101,42885827
116.55,0.66,116.05,116.71,115.61,272715,83351259
116.537,-0.013,116.55,116.86,116.23,155183,55738161
116.81,0.273,116.72,116.97,116.49,184717,54973223
116.66,-0.15,116.82,116.88,116.25,97196,35747578
116.42,-0.24,116.27,116.6,115.65,247877,74017972
116.99,0.57,116.425,117.35,116.29,216430,73676405
118.291,1.301,117.66,118.44,117.38,259173,86040157
117.92,-0.371,118.3,118.55,117.8,197748,72328550
117.05,-0.87,117.81,118.01,116.92,353023,108088798
117.48,0.43,117.04,117.55,116.72,197081,74849169
117.57,0.09,118.28,118.35,116.76,415868,138617841
117.71,0.14,117.577,117.79,117.168,185192,67069618
118.04,0.33,117.74,118.28,117.31,203774,63993399
118.55,0.51,118.04,118.67,117.99,126844,42100697
117.275,-1.275,117.19,117.85,116.76,303785,103144914
116.71,-0.565,117.27,117.48,116.02,309278,124936598
118.26,1.55,116.94,118.4,116.87,302471,106947325
117.87,-0.39,118.265,118.44,117.79,180818,63255550
118.22,0.35,118.4,119.09,117.93,336722,117407321
118.12,-0.1,118.215,118.22,117.21,231726,82008641
118.27,0.15,118.31,118.53,118,189560,59349366
118.38,0.11,118.27,118.42,118.09,100951,34580081
119.08,0.7,119.14,119.76,118.72,254190,80791584
118.69,-0.39,119.07,119.28,118.61,140804,50280310
118.54,-0.15,118.1,118.79,117.87,242837,77099140
118.72,0.18,118.54,118.84,118.23,141262,50871157
117.547,-1.173,117.89,118.36,117.26,297271,97534383
118.38,0.833,117.54,118.51,117.44,169052,62349435
118.22,-0.16,119.06,119.11,117.83,276199,89877092
118.43,0.21,118.22,118.7,118.07,150936,53196490
118.54,0.11,118.28,118.72,118.07,257169,80723897
118.53,-0.01,118.54,118.7,118.33,127052,45050453
118.86,0.33,119.07,119.75,118.69,270577,87078905
118.53,-0.33,118.86,119.06,117.85,170999,60594866
119.53,1,119.42,119.64,119.1,219199,75479924
119.49,-0.04,119.53,119.75,119.38,135075,47351209
119.12,-0.37,119.675,119.76,118.94,213719,69820264
119.98,0.86,119.12,120.02,118.45,398452,131750662
121.88,1.9,121.28,121.96,121.13,286779,102274891
122.26,0.38,121.88,122.32,121.63,198906,82926051
122.582,0.322,122.34,122.92,122.18,289654,96266212
122.722,0.14,122.58,122.81,122.2,152111,56419584
122.49,-0.232,122.34,122.58,121.94,216876,71467917
122.511,0.021,122.49,122.69,122.3,118650,49998173
122.08,-0.431,122.82,122.95,122.04,241249,78696408
121.6,-0.48,122.08,122.17,121.12,238942,89546089
121.78,0.18,121.58,121.9,120.66,370541,133279349
122.08,0.3,121.77,122.16,121.65,160239,59528134
121.27,-0.81,121.05,121.42,120.68,260127,86657636
121.66,0.39,121.27,121.82,121.26,132848,52561560
119.95,-1.71,120.82,121.35,119.65,387025,138385375
120.198,0.248,119.95,120.41,119.71,202131,82929876
120.925,0.727,120.58,121.05,120.23,242047,81906793
120.04,-0.885,120.93,120.99,119.98,157505,58897644
118.15,-1.89,119.29,119.49,117.75,466825,165887096
118.13,-0.02,118.15,118.42,117.59,253569,92646107
118.56,0.43,118.21,118.71,117.86,255731,83029090
118.175,-0.385,118.57,118.65,117.89,167414,59631006
120.27,2.095,119.36,120.39,119.35,266384,89096340
119.98,-0.29,120.27,120.32,119.85,137931,60820337
119.97,-0.01,119.9,120.13,119.25,242917,74958284
120.26,0.29,119.975,120.34,119.96,110772,45613994
119.115,-1.145,119.69,120.24,118.77,285255,97370675
120.19,1.075,119.115,120.205,119.11,153575,60034165
118.64,-1.55,118.77,119.015,117.99,328864,102835540
118.42,-0.22,118.65,118.72,118.17,180900,72356649
120.14,1.72,119.2,120.17,119.18,237596,72084417
120.19,0.05,120.13,120.23,119.89,111066,40461926
118.96,-1.23,119.16,119.81,118.83,166135,52717227
118.8,-0.16,118.9,118.9,118.8,11,4800
118.18,-0.62,118.5,118.75,117.74,321527,109680578
119.16,0.98,118.18,119.48,118.05,180372,71878753
119.061,-0.099,117.98,119.17,117.81,335814,112136424
118.518,-0.543,119.069,119.14,118.41,194835,77353721
120.88,2.362,120.2,121.24,120.19,326447,107771143
121,0.12,120.88,121.21,120.845,156868,59405079
122.3,1.3,121.2,122.43,121.13,277430,91778056
122.562,0.262,122.3,122.65,122.23,149278,58397957
122.38,-0.182,122.14,122.63,122.11,234774,71303469
122.86,0.48,122.38,123.03,122.28,131336,43565317
122.79,-0.07,122.63,122.9,122.5,181727,55905761
122.74,-0.05,122.78,123.04,122.72,105026,33802376
123.575,0.835,123.94,124.01,123.18,287286,89428485
122.83,-0.745,123.572,123.82,122.76,234291,80936226
122.97,0.14,122.98,123.38,122.41,230967,76898397
123.3,0.33,122.98,123.38,122.94,119883,40821535
123.61,0.31,123.97,124.02,123.15,206048,65485452
123.8,0.19,123.61,123.88,123.37,99210,32501763
124.281,0.481,124.14,124.36,123.73,165780,56029492
124.51,0.229,124.28,124.6,124.28,120872,43152195
125.071,0.561,125.05,125.14,124.67,173421,54282607
124.55,-0.521,125.07,125.2,124.52,130879,51169029
125.11,0.56,124.75,125.12,124.62,172679,56686884
124.66,-0.45,125.105,125.23,124.29,171266,63786026
124.415,-0.245,124.44,124.93,124.21,203074,67536337
124.12,-0.295,124.41,124.52,123.89,161867,62122005
124.81,0.69,124.18,124.9,123.75,220778,77506954
124.82,0.01,124.81,124.91,124.54,127929,47737271
124.3,-0.52,124.08,124.35,123.82,174251,59760790
124.38,0.08,124.31,124.46,124.12,111173,42293715
124.585,0.205,124.64,124.7,123.98,160070,53297395
124.6,0.015,124.585,124.9,124.53,100563,43396186
125.24,0.64,124.99,125.35,124.87,138149,45129331
125.36,0.12,125.24,125.47,125.24,70162,27490299
125.73,0.37,125.48,125.82,125.41,111105,37775363
125.8,0.07,125.72,125.82,125.53,67295,29185138
125.59,-0.21,125.64,125.78,125.49,102375,36597860
125.61,0.02,125.59,125.61,125.29,65424,23153939
125.66,0.05,125.13,125.7,125.04,87856,32524880
125.65,-0.01,125.67,125.77,125.62,40918,16216807
125.71,0.06,125.9,125.95,125.5,87554,28749546
125.83,0.12,125.704,125.91,125.69,54862,19050196
126.16,0.33,125.98,126.19,125.9,77447,26755690
125.92,-0.24,126.16,126.2,125.91,48895,19220282
125.64,-0.28,125.8,126.13,125.53,88177,35194204
125.72,0.08,125.645,125.95,125.645,52931,24079154
125.81,0.09,125.53,125.87,125.33,87056,31404833
125.75,-0.06,125.816,125.87,125.52,82503,38343706
127.38,1.63,126.71,127.6,126.66,164320,62962155
127.07,-0.31,127.39,127.48,127.01,108355,54409409
126.53,-0.54,127.33,127.37,126.19,200183,72310981
126.93,0.4,126.53,126.99,126.51,119247,47856602
127.52,0.59,126.58,127.65,126.46,179315,66312538
127.64,0.12,127.51,127.725,127.42,90718,33452134
127.196,-0.444,127.69,127.83,127.01,182204,61560223
127.39,0.194,127.199,127.59,127.05,103787,37875169
126.626,-0.764,127.56,127.77,126.15,239708,86506115
127.13,0.504,126.63,127.23,126.58,120904,45326949
126.92,-0.21,126.58,126.97,126.2,223653,72915537
127.01,0.09,126.926,127.16,126.73,94601,33281636
127.41,0.4,127.44,127.74,127.18,184332,59131420
127.43,0.02,127.414,127.51,126.95,114940,39729002
128.555,1.125,128.21,128.72,127.99,162158,50131593
128.64,0.085,128.55,128.64,128.3,101450,34798891
128.55,-0.09,128.63,128.69,128.17,166420,53659634
128.45,-0.1,128.55,128.6,128.05,126787,49628490
128.927,0.477,128.19,129.01,128.1,181521,59157216
129.28,0.353,128.92,129.33,128.91,112601,41282955
129.44,0.16,129.18,129.48,129.03,172504,57230536
129.53,0.09,129.435,129.64,129.36,84356,36325457
128.608,-0.922,129.41,129.5,128.29,218073,72700710
128.25,-0.358,128.605,128.7,127.91,149362,56997415
127.69,-0.56,127.96,128.2,127.13,278252,95748985
128.14,0.45,127.68,128.4,127.68,146313,56539170
128.47,0.33,128.88,129.17,128.26,207573,78838278
128.36,-0.11,128.475,128.7,128.23,114743,43736125
129.04,0.68,128.285,129.16,128.26,170876,53128851
129.11,0.07,129.04,129.25,128.76,112176,43564311
128.625,-0.485,128.76,129.28,128.22,231221,80773172
129.16,0.535,128.62,129.18,128.11,181655,64595060
129.8,0.64,129.49,129.99,129.23,207835,62440938
129.73,-0.07,129.79,130.05,129.52,159991,54237713
129.947,0.217,129.7,130.17,129.47,203551,64323954
130.03,0.083,129.948,130.21,129.79,111517,36515004
127.8,-2.23,130.14,130.35,127.68,445507,154554384
127.691,-0.109,127.8,128.24,127.51,227883,81329124
128.58,0.889,128.07,128.78,127.75,232797,76843582
128.68,0.1,128.59,128.68,127.92,142873,49446160
130.84,2.16,129.46,130.94,129.38,259651,86531759
130.74,-0.1,130.84,130.97,130.59,130617,52446221
130.61,-0.13,130.4,130.84,130.34,189193,61523071
130.48,-0.13,130.6,130.838,130.33,101353,37920692
130.39,-0.09,130.26,130.53,129.57,221440,71342394
130.77,0.38,130.4,130.98,130.22,123733,51478875
130.92,0.15,130.83,131.02,130.23,205370,68463659
131.17,0.25,130.92,131.2,130.79,98050,36548788
132.25,1.08,131.44,132.4,131.43,163180,56686916
131.978,-0.272,132.255,132.27,131.75,97003,34319506
132.18,0.202,132.09,132.46,131.73,161695,56063416
132.58,0.4,132.18,132.64,132.13,87482,30331239
132.28,-0.3,132.21,132.63,131.85,212968,76258936
132.22,-0.06,132.28,132.32,131.61,125643,46997247
131.98,-0.24,131.6,132.34,131.3,249877,86177898
132.33,0.35,131.978,132.47,131.88,146204,55130736
132.83,0.5,131.8,133.12,131.77,224839,78924335
133.11,0.28,132.837,133.28,132.8,98610,35797658
133.295,0.185,133.03,133.38,132.88,147766,48720212
133.42,0.125,133.29,133.54,133.23,77224,27151101
133.041,-0.379,133.02,133.22,132.66,168666,53289382
133.03,-0.011,133.045,133.16,132.66,107702,35847344
133.54,0.51,133.46,134.01,133.19,221148,74564342
133.86,0.32,133.54,133.96,133.5,112051,39138486
134.26,0.4,133.46,134.31,133.34,178327,58869863
134.25,-0.01,134.26,134.43,134.18,100826,36907966
134.47,0.22,134.37,134.69,134.13,164642,53993788
134.51,0.04,134.48,134.57,134.06,127289,49769579
131.94,-2.57,133.12,133.86,131.771,357258,121664209
131.78,-0.16,131.94,132.19,131.47,192507,72214019
130.63,-1.15,131.75,132.07,130.21,356071,120707986
131.03,0.4,130.63,131.58,130.47,221671,81069686
130.28,-0.75,130.88,131.44,130.17,341211,108969465
130.93,0.65,130.28,131.28,129.7,251448,91680584
132.315,1.385,131.48,132.37,131.4,237282,75521042
132.35,0.035,132.32,132.41,132.14,130175,43345237
132.49,0.14,132.82,133.32,132.41,199719,62684840
133.15,0.66,132.48,133.16,132.38,123217,47398973
131.62,-1.53,133.57,133.69,131.51,343949,110502148
130.89,-0.73,131.613,131.77,130.89,205930,76122355
131.235,0.345,130.75,131.82,130.6,300542,108943767
131.18,-0.055,131.24,131.67,130.855,145225,60562151
133.17,1.99,132.4,133.33,132.39,270165,84553719
133.47,0.3,133.165,133.62,133.13,134006,51214975
131.839,-1.631,133.37,133.63,131.61,370954,137641960
132.47,0.631,131.84,132.55,131.6,204617,69627916
130.97,-1.5,132.86,133.159,130.735,331471,117208181
131.43,0.46,130.97,131.83,130.89,163339,63719503
132.73,1.3,131.64,133,131.07,280288,93241914
132.56,-0.17,132.74,132.9,132.37,114966,40056967
132.52,-0.04,132.32,132.8,131.6,308664,97514696
132.39,-0.13,132.51,132.59,132.11,130059,40747538
130.39,-2,131,131.18,129.9,412231,144236355
129.93,-0.46,130.39,130.64,129.81,239387,93102828
130.46,0.53,129.52,130.78,129.49,305916,111781441
130.84,0.38,130.455,131.31,130.41,143565,54257397
129.45,-1.39,129.99,130.48,129.06,306719,111263063
130.05,0.6,129.445,130.3,129.26,171880,75876376
127.91,-2.14,126.59,128.52,126.5,493554,166427223
128.56,0.65,127.9,129.33,127.88,265858,94556335
126.86,-1.7,128.15,128.57,126.51,567722,220963705
126.23,-0.63,126.86,127.23,125.28,436536,161589900
127.47,1.24,128,128.39,127.43,328294,103333337
127.85,0.38,127.47,128.2,127.1,208704,76586157
128.27,0.42,128.84,128.88,127.91,296563,96031265
127.77,-0.5,128.27,128.35,127.51,173297,66518284
129.62,1.85,129.35,130.01,129.2,239920,79817911
129.72,0.1,129.62,129.91,129.43,120872,41171488
129.311,-0.409,129.72,129.89,129.24,206237,63212461
129.3,-0.011,129.315,129.565,129.17,116314,40483608
129.221,-0.079,128.93,129.3,128.32,239419,76326148
129.67,0.449,129.23,130,129.22,139647,54038727
130.65,0.98,130.4,130.87,129.67,272837,85644013
130.91,0.26,130.65,131.09,130.43,120793,45815135
131.63,0.72,131.24,131.87,130.89,226599,75054290
131.3,-0.33,131.63,131.71,131.27,117304,42714769
131.59,0.29,131.58,131.92,131.35,158767,49171441
130.97,-0.62,131.59,131.63,130.94,96756,39583713
131.44,0.47,130.87,131.56,130.44,211989,69077747
131.88,0.44,131.43,131.9,131.41,94044,33361670
133.03,1.15,132.55,133.16,132.36,212641,67372710
132.7,-0.33,133.03,133.08,132.318,95182,34485730
132.86,0.16,132.6,132.96,132.45,199005,59318904
132.57,-0.29,132.86,132.96,132.51,111189,49172196
133.46,0.89,133.41,133.77,133,213539,69039124
133.15,-0.31,133.465,133.6,132.83,149557,52986370
133.23,0.08,133.43,133.67,133.1,160621,50383925
133.26,0.03,133.23,133.26,132.88,100694,36073106
133.7,0.44,133,133.83,132.94,196444,66158324
133.21,-0.49,133.69,133.73,133.11,122457,40325807
133.41,0.2,133.88,134,133.12,208505,66526850
133.66,0.25,133.41,133.71,133.33,98776,35753183
133.13,-0.53,133.42,133.94,132.66,327814,112365206
133.32,0.19,133.13,133.41,132.95,120570,46083569
133.221,-0.099,133.91,133.99,133.1,186837,59252883
132.86,-0.361,133.22,133.25,132.31,174856,64080109
132.67,-0.19,133,133.45,132.48,199293,65481493
132.47,-0.2,132.67,132.83,132.14,118485,43207327
131.41,-1.06,131.72,131.98,130.99,271692,87591397
131.47,0.06,131.41,131.84,131.17,162781,58343323
131.31,-0.16,132.08,132.18,130.96,241079,79831420
131.45,0.14,131.31,131.81,131.05,142328,52724356
131.23,-0.22,130.7,131.43,130.27,258997,84723675
131.56,0.33,131.24,131.76,131.05,122010,45622298
132.13,0.57,131.8,132.37,131.41,229067,75324482
132.12,-0.01,132.13,132.26,131.513,110408,48563703
129.87,-2.25,130.59,130.6,129.51,345466,102139650
130.57,0.7,129.87,131.31,129.85,178573,61827121
130.95,0.38,130.76,131.07,130.44,207942,66252668
131.28,0.33,130.96,131.35,130.925,113082,38472692
132.97,1.69,132.88,133.39,132.79,247935,78071153
133.13,0.16,132.97,133.2,132.86,114176,42826322
133.701,0.571,133.79,133.84,133.35,194848,60039963
133.74,0.039,133.71,133.8,133.57,83765,32818903
133.55,-0.19,133.68,133.86,133.2,119085,35024605
133.64,0.09,133.555,133.72,133.49,54334,18743720
134.755,1.115,134.05,135.06,133.91,198314,65971257
134.78,0.025,134.753,134.99,134.61,100389,35856778
134.97,0.19,135.05,135.12,134.5,187213,61988744
135.63,0.66,134.98,135.87,134.87,153087,55387838
135.72,0.09,135.43,135.97,135.41,189275,63903375
136.04,0.32,135.72,136.29,135.61,100040,42855903
136.44,0.4,136.16,136.5,135.98,137414,49163662
136.5,0.06,136.45,136.57,136.23,84134,40036313
136.569,0.069,137.07,137.18,136.15,227344,75717252
136.25,-0.319,136.56,136.65,135.95,112396,38111441
135.53,-0.72,135.96,136.19,135.53,214945,62032343
135.74,0.21,135.53,135.81,135.045,159110,58705387
134.67,-1.07,135.67,135.73,134.23,331765,103231688
134.86,0.19,134.68,135.22,134.64,163039,57345681
134.65,-0.21,134.08,134.95,133.69,280512,93891505
133.64,-1.01,134.66,134.75,133.02,243898,91264016
134.32,0.68,134.94,135.63,134.05,369050,121462343
134.2,-0.12,134.32,134.6,133.22,186162,67098499
134.76,0.56,134.19,135.09,133.98,198403,68928209
134.74,-0.02,134.76,135.11,134.72,89989,30794024
135.45,0.71,135.17,135.66,135,183781,50688915
135.9,0.45,135.455,136.11,135.38,119441,44214043
134.18,-1.72,135.67,135.69,133.98,335378,93849599
134.45,0.27,134.18,134.56,133.82,178633,64378901
135.05,0.6,134.08,135.2,133.39,306243,100552285
135.08,0.03,135.04,135.36,134.79,121423,44787434
133.955,-1.125,135.15,135.34,133.56,280800,92314073
