Last Price,Ask Price,Bid Price,UBB(2),BollMA (20),LBB(2),EMAVG (5),SMAVG (200),SPY US Equity - Volume,SMAVG (15),BollW (SPY US),%B (SPY US),"MACD(12,26)",Sig(9),Diff,RSI,Moving Average,SPX Index - Last Price,CBOE VIX index- Last Price
152.08,152.07,152.05,152.4398,146.413,140.3861,150.2589,148.5768,123914392,206031888,8.2327,0.9701,0.3196,-0.7091,1.0287,59.2216,47.6253,1515.96,20.74
147.91,147.96,147.95,152.5499,146.6235,140.6971,149.476,148.6189,250346384,204871920,8.0838,0.6085,0.2515,-0.517,0.7685,49.4769,48.3736,1477.65,23.59
149.37,149.23,149.3,152.7038,146.688,140.6722,149.4406,148.6611,322435584,198716464,8.2021,0.7229,0.3117,-0.3513,0.663,52.4284,49.7003,1486.59,22.47
149.06,149.1,149.07,152.8487,146.7575,140.6663,149.3138,148.7038,237607056,197277152,8.301,0.689,0.3306,-0.2149,0.5455,51.7373,50.4804,1488.41,22.56
147.17,147.13,147.11,152.9064,146.839,140.7716,148.5992,148.7463,159152848,202708128,8.2641,0.5273,0.1908,-0.1338,0.3246,47.6161,51.3401,1467.95,23.27
145.07,145.01,145,152.9033,146.803,140.7027,147.4228,148.7849,177269312,200243904,8.3109,0.358,-0.0883,-0.1247,0.0363,43.4726,51.6013,1445.9,24.52
145.88,145.98,145.96,152.8661,146.909,140.9518,146.9085,148.8158,245569264,197021840,8.11,0.4136,-0.2414,-0.148,-0.0934,45.4446,51.289,1454.98,22.64
145.88,145.87,145.84,152.8578,146.971,141.0842,146.5657,148.8474,198917152,193009856,8.0108,0.4073,-0.3586,-0.1901,-0.1685,45.4446,50.9697,1453,21.68
146.8,146.85,146.83,152.5935,147.227,141.8605,146.6438,148.8777,214813760,194036704,7.2901,0.4602,-0.373,-0.2267,-0.1463,47.8415,50.6114,1460.12,20.58
148.13,148.3,148.28,152.612,147.427,142.242,147.1392,148.9144,146090320,188915536,7.034,0.5678,-0.2739,-0.2361,-0.0377,51.1807,50.6434,1484.46,18.47
149.23,149.26,149.25,152.1373,147.841,143.5447,147.8361,148.9556,45601328,182193584,5.8121,0.6616,-0.1054,-0.21,0.1046,53.8143,51.0633,1496.45,18.6
149.55,149.6,149.59,151.7953,148.19,144.5847,148.4074,149.0121,67118072,177565872,4.8658,0.6886,0.0534,-0.1573,0.2107,54.5819,51.169,1497.66,18.66
147.67,147.68,147.67,151.7982,148.217,144.6358,148.1616,149.0541,122981696,174355984,4.8324,0.4236,0.0272,-0.1204,0.1476,49.3886,50.6189,1476.37,20.26
147.3,147.38,147.37,151.7976,148.223,144.6484,147.8744,149.0932,116398072,171813024,4.8233,0.3709,-0.0231,-0.1009,0.0778,48.4123,50.0044,1478.49,20.74
146.21,146.39,146.36,151.7734,148.1005,144.4276,147.3196,149.1317,108126720,169089472,4.96,0.2426,-0.1493,-0.1106,-0.0387,45.5554,49.0282,1468.35,22.5
144.93,144.89,144.87,151.886,147.963,144.04,146.5231,149.1553,204935536,174490880,5.3026,0.1134,-0.3485,-0.1582,-0.1903,42.3916,48.5221,1447.16,23.17
144.86,144.87,144.9,151.9842,147.888,143.7918,145.9687,149.1747,125133256,166143328,5.5396,0.1304,-0.5062,-0.2278,-0.2784,42.219,47.7929,1447.16,22.49
141.31,141.37,141.34,152.4829,147.513,142.5431,144.4158,149.1649,232330816,160136352,6.7383,-0.1241,-0.9072,-0.3637,-0.5435,34.5358,46.5642,1411.63,23.94
141.19,141.24,141.38,152.4474,147.0255,141.6036,143.3405,149.1549,234990928,159961936,7.3754,-0.0381,-1.2206,-0.5351,-0.6855,34.3085,45.6137,1416.18,23.79
138.91,138.89,138.86,152.5989,146.4255,140.2521,141.8637,149.1325,326366816,171109536,8.4322,-0.1087,-1.6341,-0.7549,-0.8792,30.2368,44.6683,1390.19,25.43
140.37,140.35,140.34,151.9783,145.84,139.7017,141.3658,149.1183,301910848,179418976,8.4179,0.0544,-1.823,-0.9685,-0.8545,35.5144,43.959,1409.13,24.12
141.29,141.3,141.26,151.8749,145.509,139.1431,141.3405,149.1105,335701120,185427760,8.7498,0.1686,-1.8768,-1.1502,-0.7266,38.6633,43.4746,1420.33,23.45
140.15,140.07,140.06,151.5624,145.048,138.5336,140.9437,149.1022,267076592,189971728,8.9823,0.1241,-1.9885,-1.3178,-0.6707,36.298,42.65,1401.02,23.68
141.28,141.36,141.35,151.0973,144.659,138.2207,141.0558,149.0987,170365600,187008512,8.9014,0.2376,-1.9632,-1.4469,-0.5163,40.203,41.8659,1416.25,22.9
138.17,138.19,138.18,151.1229,144.209,137.2951,140.0939,149.0795,240456496,193299600,9.5887,0.0633,-2.1692,-1.5914,-0.5778,34.0216,40.4522,1380.95,23.34
136.98,137.07,137,151.3842,143.8045,136.2249,139.0559,149.0536,378955904,215523232,10.5416,0.0498,-2.4007,-1.7532,-0.6475,31.9945,38.8388,1373.2,24.38
133.43,133.49,133.48,151.9322,143.182,134.4318,137.1806,149.0023,398404800,237609008,12.2225,-0.0572,-2.8379,-1.9702,-0.8678,26.8541,37.2292,1333.25,28.46
132.06,132.08,132.06,152.3875,142.491,132.5945,135.4737,148.9434,348561440,252647664,13.8906,-0.027,-3.2574,-2.2276,-1.0298,25.1733,35.5692,1325.19,27.18
130.72,130.68,130.61,152.6118,141.687,130.7622,133.8892,148.8758,435925184,273949472,15.4211,-0.0019,-3.6559,-2.5133,-1.1426,23.6162,34.0022,1310.5,31.01
133.86,133.99,133.92,151.9855,140.9735,129.9614,133.8794,148.8229,511912960,300868544,15.6229,0.177,-3.6759,-2.7458,-0.9301,33.9292,33.3977,1338.6,29.02
134.99,134.92,134.9,150.8806,140.2615,129.6425,134.2496,148.7748,259949232,304536128,15.1418,0.2518,-3.5596,-2.9086,-0.651,37.2145,33.0402,1352.07,27.78
133.04,133.1,133.02,149.5954,139.436,129.2766,133.8464,148.7199,269603872,314167520,14.5721,0.1852,-3.5834,-3.0435,-0.5399,34.0665,33.0067,1330.6,29.08
135.24,135.23,135.22,148.3868,138.8145,129.2422,134.3109,148.6728,217934544,313207744,13.7915,0.3133,-3.3858,-3.112,-0.2738,40.2114,33.4284,1353.97,27.78
135.91,135.97,135.94,147.0551,138.245,129.4348,134.844,148.6257,168968784,308806272,12.7457,0.3675,-3.1389,-3.1174,-0.0215,41.9847,34.2675,1362.3,27.32
134.91,134.91,134.87,145.7965,137.68,129.5635,134.866,148.5668,334939168,309377760,11.7904,0.3294,-2.9894,-3.0918,0.1023,40.0742,34.5932,1355.81,27.62
137.37,137.32,137.27,144.7056,137.302,129.8984,135.7007,148.5182,343680704,312162432,10.7844,0.5046,-2.6421,-3.0018,0.3598,46.5211,35.1545,1378.55,26.2
139.58,139.49,139.48,143.6824,137.038,130.3936,136.9938,148.4798,206843680,303571936,9.6971,0.6913,-2.1635,-2.8342,0.6707,51.5627,36.2448,1395.42,24.02
137.82,137.74,137.73,143.2273,136.8635,130.4997,137.2692,148.4327,124694256,294079776,9.2995,0.5752,-1.9043,-2.6482,0.7439,47.7057,36.7807,1380.82,25.99
134.13,134.24,134.22,142.6546,136.5105,130.3664,136.2228,148.3602,286882432,301847552,9.0017,0.3063,-1.9739,-2.5133,0.5395,40.8126,37.2658,1336.64,28.24
133.05,133.01,133,142.4344,136.2175,130.0005,135.1652,148.2852,250792896,302536672,9.128,0.2453,-2.092,-2.4291,0.337,39.0348,37.7686,1326.45,28.97
133.93,134.04,134,141.8816,135.8955,129.9094,134.7535,148.2142,297541568,297109024,8.8099,0.3358,-2.0906,-2.3614,0.2708,41.2793,38.799,1336.91,27.66
133.07,133.07,133.06,141.0464,135.4845,129.9226,134.1923,148.1322,221643472,285324960,8.2103,0.2829,-2.1342,-2.3159,0.1817,39.7395,39.8395,1331.29,28.01
133.75,133.78,133.79,140.3388,135.1645,129.9902,134.0449,148.0527,188576224,274659264,7.6563,0.3633,-2.0898,-2.2707,0.1809,41.5946,41.1236,1339.13,27.6
134.99,134.95,134.94,139.1978,134.85,130.5022,134.3599,147.98,256654384,262707872,6.4484,0.5161,-1.9323,-2.203,0.2707,44.9243,41.909,1348.86,26.33
136.37,136.44,136.42,138.8987,134.76,130.6213,135.03,147.9204,181967776,240711536,6.1424,0.6945,-1.6768,-2.0978,0.421,48.4467,42.7113,1367.21,24.88
135.17,135.11,135.1,138.6875,134.6695,130.6515,135.0766,147.8529,215207104,237728720,5.9672,0.5623,-1.5533,-1.9889,0.4356,45.7091,43.5429,1348.86,25.54
135.14,135.18,135.15,138.7365,134.755,130.7736,135.0977,147.7809,154110256,230029152,5.9092,0.5483,-1.4412,-1.8793,0.4382,45.6397,43.9306,1349.99,25.02
135.52,135.63,135.62,138.7223,134.928,131.1337,135.2385,147.7068,145190000,225179520,5.6242,0.578,-1.3066,-1.7648,0.4582,46.7432,44.2705,1348.78,25.59
135.92,135.97,135.94,138.4715,135.188,131.9045,135.4657,147.6317,220709392,228628880,4.8577,0.6115,-1.1543,-1.6427,0.4884,47.9413,44.8325,1360.03,24.4
134.79,134.76,134.73,138.4674,135.2345,132.0016,135.2404,147.5509,201051184,219703024,4.7812,0.4313,-1.112,-1.5366,0.4245,44.8704,44.7146,1342.53,25.12
135.62,135.69,135.69,138.5011,135.266,132.0309,135.367,147.4753,205490992,210490368,4.7833,0.5547,-1,-1.4293,0.4292,47.529,44.4264,1353.11,24.06
137.33,137.3,137.26,138.6653,135.4805,132.2957,136.0213,147.4061,190106976,209374592,4.7014,0.7904,-0.7645,-1.2963,0.5318,52.6006,44.7761,1371.8,23.03
138.36,138.41,138.4,139.0559,135.6365,132.2171,136.8009,147.3501,212420640,215223024,5.0419,0.8982,-0.489,-1.1348,0.6458,55.3971,45.8178,1381.29,21.9
138.22,138.18,138.16,139.3518,135.752,132.1522,137.2739,147.2868,168395792,207323904,5.3035,0.8428,-0.2788,-0.9636,0.6848,54.9228,46.9527,1380.02,22.69
136.87,136.82,136.86,139.4595,135.85,132.2405,137.1393,147.2186,170831040,201993120,5.3139,0.6413,-0.2187,-0.8146,0.596,50.4381,47.6069,1367.68,23.53
133.82,133.78,133.77,139.3145,135.6725,132.0305,136.0329,147.1348,252715120,199004688,5.3689,0.2457,-0.4123,-0.7342,0.3219,42.0785,47.774,1330.63,26.54
133.5,133.48,133.47,138.6526,135.3685,132.0844,135.1886,147.0443,195613600,197269360,4.852,0.2155,-0.5849,-0.7043,0.1194,41.3049,47.7533,1331.34,26.28
132.99,132.95,132.92,138.3645,135.127,131.8895,134.4557,146.9527,282513056,203531824,4.7917,0.17,-0.7541,-0.7143,-0.0398,40.0416,47.4045,1326.75,25.52
133.83,133.85,133.82,138.3705,135.112,131.8535,134.2471,146.8588,270681312,204466944,4.8234,0.3033,-0.8111,-0.7336,-0.0774,43.1271,47.0245,1333.7,24.6
131.06,131.11,131.08,138.6197,135.0125,131.4053,133.1848,146.7514,247912112,208863232,5.3435,-0.0479,-1.0674,-0.8004,-0.267,36.4634,46.3641,1304.34,27.55
129.71,129.63,129.63,139.0703,134.8015,130.5327,132.0265,146.6378,326434592,216278400,6.3335,-0.0964,-1.3638,-0.9131,-0.4507,33.7282,45.5133,1293.37,27.49
128,127.92,127.88,139.7073,134.548,129.3887,130.6843,146.5157,235683376,221716608,7.669,-0.1346,-1.7169,-1.0738,-0.6431,30.5973,44.36,1273.37,29.38
132.6,132.71,132.69,139.7093,134.4905,129.2717,131.3229,146.4234,341875776,234828992,7.7609,0.3189,-1.607,-1.1805,-0.4265,45.3056,44.1717,1320.65,26.36
131.36,131.31,131.29,139.6955,134.309,128.9225,131.3353,146.3217,229161104,235392448,8.0211,0.2263,-1.6015,-1.2647,-0.3368,42.6798,44.0153,1308.77,27.22
131.65,131.7,131.7,139.4911,134.073,128.6548,131.4402,146.2188,351881376,245447792,8.0824,0.2764,-1.5558,-1.3229,-0.2329,43.5045,43.7278,1315.48,27.29
129.61,129.54,129.52,139.5213,133.795,128.0687,130.8301,146.0994,484687776,264060912,8.5598,0.1346,-1.665,-1.3913,-0.2737,39.2289,42.7727,1288.14,31.16
128.3,128.24,128.22,139.6174,133.453,127.2886,129.9867,145.9743,405311072,278407840,9.2383,0.082,-1.8361,-1.4803,-0.3558,36.7324,41.4395,1276.59,32.24
133.63,133.69,133.65,139.4508,133.3585,127.2662,131.2012,145.8721,334416544,286540896,9.1367,0.5223,-1.5241,-1.489,-0.035,50.5278,41.1256,1330.74,25.79
130.32,130.27,130.24,139.1889,133.0785,126.9682,130.9074,145.7531,345971552,298379296,9.1831,0.2743,-1.5262,-1.4965,-0.0298,44.0972,40.6727,1298.42,29.84
132.08,132.19,132.15,139.0156,132.943,126.8704,131.2983,145.6461,245320640,303345280,9.1356,0.4289,-1.3702,-1.4712,0.1011,47.8945,41.0881,1329.51,26.62
134.72,134.79,134.78,138.9035,132.898,126.8924,132.4389,145.5605,209110352,300438272,9.0378,0.6517,-1.0217,-1.3813,0.3596,53.0465,41.9268,1349.88,25.73
134.85,134.8,134.78,138.5045,132.774,127.0435,133.2426,145.4892,192947168,300260512,8.632,0.6811,-0.7266,-1.2504,0.5238,53.2915,42.8732,1352.98,25.72
133.2,133.17,133.15,137.651,132.516,127.381,133.2284,145.4001,196934208,294555264,7.75,0.5666,-0.6188,-1.124,0.5053,49.7447,43.3459,1341.13,26.08
132.78,132.77,132.73,136.6688,132.244,127.8192,133.0789,145.3074,225153152,291520064,6.6919,0.5606,-0.5608,-1.0114,0.4506,48.8535,44.2309,1325.76,25.88
131.51,131.57,131.55,135.8644,131.976,128.0876,132.5559,145.2168,180918672,287053824,5.8925,0.4401,-0.6102,-0.9312,0.3209,46.1603,45.1189,1315.22,25.71
131.97,131.94,131.9,135.6789,131.8835,128.0881,132.3606,145.1172,166692096,276404320,5.7557,0.5114,-0.6053,-0.866,0.2607,47.2937,46.3115,1322.7,25.61
136.61,136.72,136.67,136.3114,132.039,127.7666,133.7771,145.0359,254547248,277661920,6.4715,1.0349,-0.2244,-0.7377,0.5132,57.1031,47.1542,1370.18,22.68
136.7,136.76,136.74,136.9447,132.2245,127.5043,134.7514,144.9541,210910784,268930912,7.1397,0.9741,0.0837,-0.5734,0.6571,57.2692,48.1963,1367.53,23.43
137.04,137.01,137,137.5133,132.385,127.2567,135.5143,144.8748,175884736,265379152,7.7475,0.9539,0.3513,-0.3885,0.7398,57.932,49.2268,1369.31,23.21
136.89,136.88,136.86,138.1233,132.6765,127.2297,135.9728,144.7929,204473088,255551936,8.2106,0.8868,0.545,-0.2018,0.7468,57.5082,50.5325,1370.4,22.45
136.96,136.9,136.87,138.6114,133.039,127.4666,136.3019,144.722,154381328,233531504,8.3771,0.8518,0.6961,-0.0222,0.7183,57.6639,52.0276,1372.54,22.42
136.82,136.84,136.83,138.7766,133.48,128.1833,136.4746,144.6462,148937264,216439920,7.9362,0.8153,0.7954,0.1413,0.6541,57.2125,52.5051,1365.54,22.36
135.83,135.77,135.75,139.0173,133.6415,128.2657,136.2597,144.5726,195610560,207186192,8.0452,0.7036,0.7852,0.2701,0.5151,53.9938,53.212,1354.49,22.81
136.02,136.07,136.06,139.2385,133.8745,128.5105,136.1798,144.5036,192967840,196985936,8.0135,0.7,0.7834,0.3727,0.4106,54.5226,53.6854,1360.55,21.98
133.38,133.36,133.33,139.2338,133.961,128.6882,135.2466,144.429,222973280,195496112,7.8721,0.4449,0.5624,0.4107,0.1517,46.5213,53.2193,1332.83,23.46
132.93,132.93,132.9,139.038,134.127,129.216,134.4744,144.3416,160521952,192256896,7.323,0.3781,0.347,0.3979,-0.0509,45.3009,52.6486,1328.32,23.82
133.24,133.37,133.34,138.5262,134.374,130.2218,134.0629,144.256,172389152,190886352,6.1801,0.3634,0.199,0.3582,-0.1592,46.3451,52.4057,1334.43,22.78
136.85,136.88,136.85,138.8073,134.535,130.2627,134.9919,144.188,189268816,190375328,6.3512,0.7709,0.3688,0.3603,0.0085,56.709,52.9668,1364.71,20.53
137.05,137.06,136.97,138.81,134.8715,130.933,135.678,144.1143,179707520,187345616,5.8403,0.7766,0.5135,0.3909,0.1226,57.2022,53.7555,1365.56,20.37
138.48,138.51,138.48,139.2099,135.1915,131.1731,136.612,144.045,218530592,189853088,5.9448,0.9092,0.7351,0.4598,0.2754,60.6539,54.7099,1390.33,20.13
138.55,138.6,138.59,139.6506,135.383,131.1154,137.258,143.9769,118587400,186646112,6.3045,0.8711,0.906,0.549,0.357,60.8205,54.9754,1388.17,20.5
137.94,137.89,137.87,139.9384,135.5375,131.1366,137.4853,143.9017,162166080,180487360,6.494,0.773,0.9809,0.6354,0.3455,58.4964,55.063,1375.94,20.87
137.72,137.67,137.66,140.1251,135.7635,131.4019,137.5636,143.8253,193309024,179313904,6.4253,0.7243,1.0108,0.7105,0.3003,57.6409,55.0422,1379.93,20.26
138.32,138.35,138.36,140.3117,136.0405,131.7693,137.8157,143.7623,229381360,182880352,6.2793,0.7668,1.0706,0.7825,0.2881,59.3855,55.1763,1388.82,20.06
139.6,139.58,139.56,140.4472,136.445,132.4428,138.4105,143.7003,190788064,181968016,5.8664,0.8942,1.2073,0.8675,0.3399,62.8962,55.5501,1397.84,19.59
139.63,139.59,139.58,140.4961,136.828,133.1599,138.817,143.6266,105616520,178717024,5.3616,0.8819,1.3031,0.9546,0.3485,62.977,55.9618,1396.37,19.64
139.08,139.01,139,140.746,136.9515,133.157,138.9047,143.5477,125514032,177155472,5.5414,0.7805,1.3194,1.0276,0.2919,60.3816,56.4181,1390.94,20.24
138.26,138.39,138.38,140.8641,137.0295,133.1949,138.6898,143.4648,208395824,178007824,5.5967,0.6604,1.2518,1.0724,0.1794,56.6341,56.5689,1385.59,20.79
141.12,141.1,141.06,141.4624,137.2335,133.0046,139.4998,143.3967,187279488,177628608,6.1631,0.9595,1.4126,1.1405,0.2722,64.8322,57.8768,1409.34,18.88
141.51,141.55,141.54,142.0802,137.4645,132.8488,140.1699,143.3319,181585520,174869424,6.7154,0.9382,1.5537,1.2231,0.3306,65.7821,59.3398,1413.9,18.18
140.83,140.83,140.81,142.4922,137.658,132.8238,140.3899,143.2607,118510376,172068656,7.0234,0.8281,1.5922,1.2969,0.2953,62.6067,60.5013,1407.49,18.9
142.05,142.1,142.08,143.0976,137.9195,132.7413,140.9433,143.2034,179339824,172532032,7.5089,0.8988,1.7016,1.3779,0.3238,65.7968,61.1505,1418.26,18.21
139.52,139.57,139.55,143.2339,138.104,132.9741,140.4689,143.1312,199267232,173198592,7.4291,0.638,1.5661,1.4155,0.1506,55.2671,61.0122,1392.57,19.73
139.16,139.22,139.2,143.3179,138.261,133.2041,140.0326,143.0705,178321152,173106160,7.315,0.5889,1.4134,1.4151,-0.0017,53.9442,60.533,1397.68,19.4
138.9,138.98,138.97,143.074,138.537,134,139.655,143.0069,152589648,168710096,6.5498,0.54,1.2569,1.3834,-0.1266,52.9582,59.9714,1388.28,19.41
140.46,140.53,140.5,142.7173,138.9135,135.1097,139.9234,142.9691,150911424,170865040,5.4765,0.7033,1.2444,1.3556,-0.1113,57.9269,59.9307,1403.58,17.79
140.48,140.48,140.48,142.1035,139.2755,136.4475,140.1089,142.946,159141856,170663424,4.0611,0.713,1.222,1.3289,-0.1069,57.9882,59.9555,1403.04,17.98
140.77,140.84,140.82,142.1387,139.4715,136.8042,140.3293,142.9129,181910736,169903536,3.8248,0.7434,1.2137,1.3059,-0.0922,58.9223,59.9224,1408.66,17.66
142.53,142.59,142.57,142.4863,139.7455,137.0047,141.0629,142.897,166926992,165739920,3.9226,1.008,1.3337,1.3114,0.0223,64.134,60.0108,1423.57,16.3
142.66,142.7,142.69,142.9068,139.9545,137.0022,141.5952,142.8781,204236800,166636496,4.2189,0.9582,1.4229,1.3337,0.0892,64.4924,60.1191,1425.35,16.47
143.05,143.09,143.08,143.3474,140.1795,137.0116,142.0802,142.8554,165704064,170642336,4.5197,0.9531,1.5077,1.3685,0.1392,65.6027,60.492,1426.63,17.01
141.89,141.87,141.85,143.4529,140.377,137.3011,142.0168,142.8459,178552032,174178192,4.3824,0.7459,1.4644,1.3877,0.0767,59.6299,60.706,1413.4,17.58
139.49,139.48,139.47,143.3248,140.4655,137.6062,141.1745,142.8123,252724800,177133456,4.0712,0.3294,1.2224,1.3546,-0.1323,49.5734,59.6161,1390.71,18.59
139.51,139.59,139.58,143.2496,140.525,137.8004,140.6197,142.771,170820320,176036192,3.8777,0.3137,1.0204,1.2878,-0.2674,49.6495,58.4637,1394.35,18.05
137.64,137.61,137.59,143.4067,140.427,137.4473,139.6264,142.71,181436192,176026224,4.2437,0.0323,0.7014,1.1705,-0.4691,43.0923,57.0698,1375.93,19.55
138.66,138.74,138.72,143.4389,140.3785,137.318,139.3043,142.6763,168322816,179347056,4.3603,0.2192,0.5248,1.0414,-0.5166,47.1894,55.7407,1385.35,19.64
139.3,139.38,139.33,143.4327,140.3895,137.3463,139.3029,142.6493,181288080,179476944,4.3354,0.321,0.4315,0.9194,-0.4879,49.6393,55.3388,1390.84,19.07
140,139.98,140,143.3669,140.4765,137.5861,139.5352,142.6232,173927168,177787600,4.1152,0.4176,0.4093,0.8174,-0.408,52.2486,55.2176,1398.26,18.14
140.35,140.3,140.27,143.3136,140.438,137.5624,139.8068,142.6098,117361936,173723664,4.0951,0.4847,0.4152,0.737,-0.3217,53.5447,55.2595,1400.38,17.83
138.9,138.87,138.85,143.2134,140.3075,137.4016,139.5046,142.5992,181069856,175622336,4.1421,0.2578,0.2995,0.6495,-0.35,47.7611,54.5334,1385.67,19.83
138.09,138.14,138.14,143.2197,140.1705,137.1213,139.033,142.5791,272049888,183698240,4.3508,0.1588,0.1407,0.5477,-0.407,44.8469,53.5947,1377.65,20.24
138.02,138.1,138.07,143.0274,139.969,136.9106,138.6954,142.5457,246726352,189537200,4.3701,0.1814,0.0092,0.44,-0.4308,44.5937,52.5713,1377.2,20.8
140.78,140.81,140.79,143.1027,140.032,136.9613,139.3902,142.5264,237867024,193267616,4.3857,0.6218,0.1261,0.3772,-0.2511,55.3088,51.9409,1404.05,18.63
136.29,136.28,136.24,143.3519,139.8885,136.4251,138.3568,142.4832,384276288,207757568,4.9517,-0.0195,-0.1418,0.2734,-0.4152,41.3118,50.2851,1360.68,23.56
136.62,136.7,136.66,143.5007,139.7745,136.0483,137.7779,142.433,228263872,209359376,5.3317,0.0767,-0.3238,0.154,-0.4778,42.4643,48.6324,1361.76,23.12
135.94,136.02,136.01,143.6138,139.5485,135.4832,137.1653,142.3801,260234816,215661424,5.8264,0.0562,-0.5169,0.0198,-0.5367,40.6911,47.2796,1358.44,23.18
133.94,133.98,133.98,143.935,139.2215,134.508,136.0902,142.3082,284064384,222695584,6.7712,-0.0603,-0.8219,-0.1486,-0.6734,35.9378,46.3057,1335.49,24.12
134.45,134.47,134.46,143.9938,138.9055,133.8172,135.5434,142.2457,252791744,222700048,7.3263,0.0622,-1.0108,-0.321,-0.6898,37.929,45.4685,1339.87,23.33
136.15,136.11,136.09,143.5236,138.5865,133.6494,135.7456,142.2078,244727072,227627168,7.125,0.2532,-1.0117,-0.4591,-0.5525,44.1594,45.5447,1360.03,21.22
136.23,136.23,136.23,142.9291,138.265,133.6009,135.9071,142.1563,185832464,227920256,6.7466,0.2818,-0.9944,-0.5662,-0.4282,44.442,45.3485,1360.14,20.95
135.57,135.56,135.55,142.1416,137.891,133.6404,135.7947,142.1033,191743792,229481648,6.1652,0.227,-1.0222,-0.6574,-0.3648,42.5296,44.8406,1350.93,21.13
134.25,134.17,134.16,141.6244,137.509,133.3936,135.2798,142.0367,266970560,235193808,5.9857,0.1041,-1.1377,-0.7535,-0.3842,38.9222,43.8887,1337.81,22.24
134.42,134.45,134.43,141.4749,137.2555,133.0361,134.9932,141.9633,304310848,243886064,6.1482,0.164,-1.2016,-0.8431,-0.3585,39.6324,42.895,1342.83,21.58
131.58,131.59,131.55,141.613,136.859,132.105,133.8555,141.8823,289275680,255346976,6.9472,-0.0552,-1.4645,-0.9674,-0.4972,32.7759,41.8246,1317.93,22.87
131.45,131.45,131.44,141.8359,136.5495,131.2631,133.0536,141.7989,165115664,254283360,7.7429,0.0177,-1.6642,-1.1067,-0.5575,32.4988,40.9426,1318,22.64
131.19,131.17,131.14,141.8542,136.176,130.4978,132.4324,141.7245,267300608,253966752,8.3396,0.061,-1.8224,-1.2499,-0.5726,31.9175,40.0372,1314.29,22.42
131.81,131.92,131.85,141.593,135.8015,130.0099,132.225,141.6546,287853824,256708576,8.5294,0.1554,-1.8762,-1.3751,-0.501,34.9075,38.5799,1321.97,21.14
128.23,128.2,128.19,141.5452,135.213,128.8808,130.8933,141.5583,297774976,260702432,9.3663,-0.0514,-2.1825,-1.5366,-0.6459,27.4193,37.5876,1283.15,23.93
127.53,127.68,127.67,141.2788,134.572,127.8652,129.7722,141.4566,303423328,255312240,9.9676,-0.025,-2.4534,-1.72,-0.7335,26.2343,36.4283,1278.38,23.44
127.98,128.05,128.04,141.0069,134.026,127.0451,129.1748,141.3519,258888160,257353856,10.4173,0.067,-2.6019,-1.8964,-0.7055,28.3773,35.5488,1280,23.95
128.38,128.41,128.4,140.6723,133.5405,126.4087,128.9099,141.2493,388621952,265913008,10.6811,0.1382,-2.6566,-2.0484,-0.6082,30.3152,35.1472,1284.91,23.65
126.18,126.14,126.12,140.4507,132.9485,125.4463,127.9999,141.1398,291223200,266390256,11.2859,0.0489,-2.8447,-2.2077,-0.637,26.1279,34.3042,1261.52,25.92
126.31,126.3,126.3,139.348,132.225,125.102,127.4366,141.009,239359648,265494784,10.774,0.0848,-2.9493,-2.356,-0.5933,26.7715,33.0622,1262.9,24.78
125.02,124.98,124.96,139.1811,131.6615,124.1419,126.6311,140.8673,372427200,274008128,11.4226,0.0584,-3.1005,-2.5049,-0.5956,24.4911,31.6372,1252.31,25.78
127.24,127.21,127.19,138.5855,131.1925,123.7995,126.834,140.7421,376225344,286700992,11.2705,0.2327,-3.0066,-2.6052,-0.4014,34.7863,31.0841,1273.7,23.15
124.79,124.77,124.76,138.1917,130.635,123.0783,126.1527,140.6062,336789760,296370720,11.5692,0.1133,-3.0942,-2.703,-0.3911,29.9354,30.4422,1244.69,25.23
125.3,125.36,125.32,137.9403,130.203,122.4657,125.8685,140.4742,436475648,307671040,11.885,0.1832,-3.0868,-2.7798,-0.3071,32.0593,29.9012,1253.39,25.59
123.84,123.89,123.88,137.6242,129.6725,121.7208,125.1923,140.3365,481124576,319458624,12.2643,0.1333,-3.1624,-2.8563,-0.3061,29.3193,29.6543,1239.49,27.49
122.72,122.7,122.73,136.9195,129.001,121.0825,124.3682,140.1891,322720832,321688320,12.2766,0.1034,-3.2749,-2.94,-0.3349,27.3857,29.2891,1228.3,28.48
120.99,121.04,121.03,136.1613,128.239,120.3167,123.2421,140.0287,502502432,344180768,12.3556,0.0425,-3.4637,-3.0448,-0.4189,24.6783,28.772,1214.91,28.54
123.96,124.04,124,135.0293,127.6585,120.2877,123.4814,139.8855,371642880,351136928,11.5477,0.2491,-3.3352,-3.1029,-0.2324,36.3178,28.8728,1245.36,25.1
125.2,125.3,125.22,133.9904,127.206,120.4216,124.0543,139.7401,375490528,356979360,10.6669,0.3522,-3.0977,-3.1018,0.0041,40.4551,29.8039,1260.32,25.01
125.98,126.04,126.05,132.7177,126.784,120.8503,124.6962,139.5995,267030000,354929696,9.3603,0.4323,-2.814,-3.0443,0.2302,42.9652,30.999,1260.68,24.05
126.05,126.12,126.08,132.022,126.5075,120.993,125.1475,139.4608,222862992,349559008,8.7181,0.4585,-2.5541,-2.9462,0.3921,43.1966,32.0575,1260,23.05
127.48,127.46,127.45,131.3643,126.309,121.2537,125.925,139.3282,296904160,352093408,8.0047,0.6158,-2.2073,-2.7985,0.5911,47.8517,33.3101,1277,21.18
