Last Price,Ask Price,Bid Price,UBB(2),BollMA (20),LBB(2),EMAVG (5),SMAVG (200),SPY US Equity - Volume,SMAVG (15),BollW (SPY US),%B (SPY US),"MACD(12,26)",Sig(9),Diff,RSI,Moving Average,SPX Index - Last Price,CBOE VIX index- Last Price
134.04,133.89,133.85,137.4691,134.3085,131.148,134.6301,123.4423,157499088,149666112,4.7064,0.4575,0.6475,0.8067,-0.1592,50.5489,59.928,1337.77,17.07
133.19,133.07,133.06,137.3987,134.366,131.3334,134.1501,123.5569,141770640,154733488,4.514,0.3061,0.4851,0.7424,-0.2573,46.6277,58.7054,1329.47,18.24
133.17,133.04,133.03,137.0495,134.4966,131.9436,133.8234,123.659,192852304,157813072,3.7963,0.2402,0.3507,0.6641,-0.3133,46.5362,57.2566,1328.98,17.55
134.36,134.36,134.34,136.7461,134.649,132.552,134.0023,123.7697,135228144,157287968,3.1148,0.4311,0.3364,0.5985,-0.2621,52.5064,56.1307,1340.68,16.23
134.68,134.68,134.67,136.7011,134.728,132.755,134.2282,123.8782,119584848,156935904,2.9289,0.4878,0.3469,0.5482,-0.2013,53.9941,55.036,1343.6,15.52
133.61,133.35,133.32,136.7102,134.7195,132.7289,134.0221,123.982,182638304,161438832,2.9553,0.2213,0.2657,0.4917,-0.226,48.521,53.6635,1333.27,17.43
132.06,132.02,132.02,136.9032,134.6405,132.3779,133.3681,124.0804,168799984,164271488,3.361,-0.0703,0.0755,0.4085,-0.3329,41.8958,52.0807,1317.37,18.27
131.95,131.87,131.85,137.0445,134.4985,131.9525,132.8954,124.1751,147200288,164855120,3.7859,-0.0005,-0.0832,0.3101,-0.3933,41.4631,50.9109,1316.28,17.82
132.39,132.17,132.14,136.9782,134.3345,131.6908,132.7269,124.2752,151102192,162740528,3.936,0.1322,-0.1714,0.2138,-0.3853,43.9564,50.4319,1320.47,17.07
133,133.16,133.15,136.7516,134.179,131.6064,132.8179,124.3937,164984592,158601792,3.8345,0.2709,-0.19,0.1331,-0.323,47.3073,49.9783,1325.69,16.09
133.51,133.5,133.49,136.4013,134.033,131.6647,133.0486,124.5181,120921856,151799824,3.534,0.3896,-0.1617,0.0741,-0.2358,49.999,49.5367,1331.1,15.98
134.9,134.99,134.98,136.1545,133.967,131.7795,133.6658,124.6511,164731168,155172944,3.2658,0.7133,-0.0267,0.0539,-0.0807,56.5186,49.2013,1345.2,15.45
131.87,131.84,131.83,135.9863,133.774,131.5617,133.0672,124.7691,233094272,163053424,3.3075,0.0697,-0.1624,0.0107,-0.1731,43.273,48.5026,1314.55,18.3
131.73,131.77,131.74,135.9451,133.619,131.2929,132.6214,124.8798,200466736,163501504,3.4816,0.0939,-0.2781,-0.0471,-0.231,42.7742,47.5658,1312.94,18.09
130.42,130.1,130.09,136.1716,133.4595,130.7474,131.8876,124.983,234690128,167704304,4.0643,-0.0604,-0.47,-0.1317,-0.3383,38.3228,46.6925,1300.16,17.95
129.045,129.06,129.05,136.4999,133.2018,129.9036,130.9401,125.0888,179951152,169201104,4.9521,-0.1302,-0.7247,-0.2503,-0.4744,34.2892,45.8112,1286.17,18.49
128.96,129.06,129.03,136.6128,132.9137,129.2146,130.2801,125.1959,161805952,170536800,5.5662,-0.0344,-0.9228,-0.3848,-0.538,34.0507,44.9194,1284.94,18.07
128.42,128.27,128.25,136.468,132.5412,128.6145,129.66,125.3024,198696304,170926400,5.9253,-0.0248,-1.1105,-0.5299,-0.5806,32.5033,43.4906,1279.56,18.79
129.4,129.3,129.29,136.3411,132.2892,128.2374,129.5733,125.4218,160964352,172642144,6.1258,0.1435,-1.1668,-0.6573,-0.5095,38.0089,42.3488,1289,17.77
127.6,127.54,127.49,136.2394,131.9153,127.5911,128.9156,125.5301,238629312,180578432,6.556,0.001,-1.3412,-0.7941,-0.5471,32.7283,41.2208,1270.98,18.86
127.7,127.75,127.72,136.175,131.5983,127.0215,128.5104,125.6424,207599744,182242528,6.9557,0.0741,-1.4545,-0.9262,-0.5284,33.2829,40.6055,1271.83,19.61
129.32,129.48,129.47,136.0231,131.4048,126.7865,128.7803,125.7547,160570352,181693888,7.0291,0.2743,-1.3975,-1.0204,-0.3771,41.6716,40.6204,1287.87,18.26
127.02,127.17,127.14,136.0138,131.0972,126.1807,128.1935,125.8633,300957952,191944400,7.5006,0.0854,-1.5204,-1.1204,-0.4,34.9522,39.9773,1265.42,21.32
127.3,127.45,127.43,135.6868,130.7442,125.8017,127.8957,125.9732,308038432,202406816,7.5606,0.1516,-1.5771,-1.2118,-0.3653,36.2989,39.191,1267.64,22.73
127.05,126.7467929521,124.5239689592,135.2082,130.3627,125.5173,127.6138,126.0662,234996064,207074256,7.4337,0.1582,-1.6234,-1.2941,-0.3293,35.5904,38.1618,1271.5,21.85
127.7,127.8,127.78,134.8041,130.0672,125.3304,127.6425,126.1573,159478912,209644720,7.2837,0.2501,-1.5893,-1.3531,-0.2362,38.9279,36.9053,1278.36,19.99
129.45,129.25,129.22,134.5899,129.9368,125.2836,128.245,126.2501,193157232,211539792,7.1622,0.4477,-1.4049,-1.3635,-0.0414,46.9049,37.1647,1295.52,18.86
128.67,128.45,128.44,134.3613,129.7728,125.1842,128.3867,126.3453,176886448,207792608,7.0716,0.3798,-1.3067,-1.3521,0.0454,44.1377,37.2621,1287.14,18.52
128.301,128.18,128.15,134.0349,129.5683,125.1017,128.3581,126.4347,334286816,216713936,6.8946,0.3581,-1.2443,-1.3306,0.0863,42.8497,37.5855,1283.5,19.29
126.81,126.84,126.81,133.587,129.2588,124.9306,127.8421,126.5142,226129360,216143232,6.697,0.2171,-1.3001,-1.3245,0.0244,38.0219,37.8521,1268.44,21.1
127.94,128.11,128.1,132.8735,128.9803,125.0871,127.8747,126.5965,168908176,215407024,6.0368,0.3664,-1.2389,-1.3074,0.0685,43.2413,38.5086,1280.1,20.56
129.61,129.83,129.82,131.5349,128.7158,125.8967,128.4531,126.6809,165556256,215657040,4.3804,0.6586,-1.0436,-1.2546,0.211,49.9496,39.7547,1296.67,19.17
130.72,130.87,130.86,131.256,128.6583,126.0606,129.2088,126.7713,244295408,218696992,4.0381,0.8968,-0.7902,-1.1617,0.3716,53.8537,40.8865,1307.41,17.27
131.97,131.92,131.91,131.3262,128.6703,126.0144,130.1292,126.8657,223496512,222865792,4.1282,1.1212,-0.4829,-1.0259,0.5431,57.8417,42.6803,1320.64,16.52
133.92,133.96,133.95,132.2849,128.8453,125.4057,131.3928,126.9701,202385632,220449552,5.3391,1.2377,-0.0811,-0.837,0.7559,63.1865,44.8163,1339.67,15.87
133.81,134.09,134.08,133.1487,129.0836,125.0184,132.1985,127.0767,165935968,217671968,6.2985,1.0813,0.2259,-0.6244,0.8503,62.7036,46.3186,1337.88,16.06
133.97,134.03,134.03,133.9217,129.334,124.7464,132.789,127.1755,143332672,216522784,7.0943,1.0053,0.4766,-0.4042,0.8808,63.1449,48.3323,1339.22,16.34
135.36,135.63,135.6,134.9404,129.681,124.4217,133.646,127.2824,170464160,207823200,8.1112,1.0399,0.7784,-0.1677,0.9461,66.8176,50.5122,1353.22,15.95
134.4,134.65,134.64,135.5745,129.931,124.2876,133.8973,127.3873,194171488,200232080,8.6868,0.8959,0.9295,0.0518,0.8777,62.2068,52.4134,1343.8,15.95
131.97,132.33,132.3,135.7533,130.1496,124.5458,133.2549,127.4846,195918544,197626912,8.6113,0.6624,0.8434,0.2101,0.6333,52.358,53.3727,1319.49,18.39
131.4,131.51,131.46,135.8462,130.3345,124.8229,132.6366,127.5675,214675648,201306688,8.4577,0.5967,0.7208,0.3122,0.4086,50.3444,53.6184,1313.64,19.87
131.84,131.74,131.73,135.9888,130.4606,124.9323,132.3711,127.6554,204062544,202033712,8.475,0.6248,0.6517,0.3801,0.2716,51.8827,54.1716,1317.72,19.91
130.93,131.15,131.14,135.9556,130.6561,125.3565,131.8907,127.7367,226111744,205315392,8.1123,0.5258,0.5176,0.4076,0.1099,48.5339,54.5776,1308.87,20.8
131.69,131.91,131.89,135.9602,130.8755,125.7909,131.8238,127.8228,220124624,197704576,7.7703,0.5801,0.4672,0.4195,0.0476,51.3578,55.5302,1316.14,19.53
130.61,130.55,130.51,135.83,131.0535,126.2771,131.4192,127.9052,196872080,195754096,7.2893,0.4536,0.3362,0.4029,-0.0667,47.3795,55.8258,1305.44,20.95
132.73,132.69,132.6,135.8739,131.3051,126.7362,131.8561,127.9958,166554896,195597216,6.9591,0.6559,0.3989,0.4021,-0.0032,54.7837,56.1711,1326.73,19.21
132.65,132.64,132.6,135.9867,131.465,126.9434,132.1208,128.0903,137145312,193703152,6.8789,0.631,0.4371,0.4091,0.028,54.4722,56.2152,1325.84,19.09
134.49,134.73,134.72,136.2698,131.756,127.2422,132.9105,128.1825,245270288,193768144,6.8517,0.8028,0.6088,0.449,0.1598,60.0925,56.376,1343.8,17.56
134.58,134.58,134.57,136.4503,132.07,127.6896,133.467,128.2753,126019328,187269664,6.6334,0.7865,0.7436,0.5079,0.2356,60.3503,56.1734,1345.02,17.52
133.83,133.83,133.82,136.1332,132.421,128.7088,133.588,128.365,136653696,182887536,5.6067,0.6898,0.7808,0.5625,0.2183,57.043,55.7691,1337.43,19.35
133.33,133.1,133.09,135.7953,132.6905,129.5857,133.502,128.4489,131278112,180577008,4.6797,0.603,0.7613,0.6023,0.159,54.8836,55.179,1331.94,20.23
130.6,130.44,130.42,135.6736,132.74,129.8064,132.5347,128.5187,249020016,187622832,4.42,0.1353,0.5195,0.5857,-0.0662,44.8911,53.6128,1304.89,22.98
130.22,130.2,130.18,135.7245,132.715,129.7054,131.7631,128.5847,207939904,190121216,4.5354,0.0855,0.2938,0.5273,-0.2335,43.6985,52.2908,1300.67,23.74
129.33,129.69,129.61,135.9249,132.583,129.2411,130.9521,128.6418,307042464,197645952,5.0412,0.0133,0.0427,0.4304,-0.3877,40.9542,51.4762,1292.28,25.25
128.78,128.42,128.41,135.992,132.326,128.66,130.2281,128.6984,325790816,206304096,5.5408,0.0164,-0.1984,0.3046,-0.5031,39.3112,50.6882,1286.94,23.66
125.49,125.28,125.25,136.5632,131.91,127.2568,128.6487,128.7373,346653760,215102640,7.0552,-0.1898,-0.6476,0.1142,-0.7618,31.2381,49.2135,1254.05,24.79
126.17,125.93,125.92,136.6954,131.52,126.3446,127.8225,128.7768,371029408,226233760,7.8702,-0.0169,-0.9378,-0.0962,-0.8416,34.2439,48.1928,1260.34,23.38
120.26,120.46,120.42,137.6143,130.765,123.9157,125.3016,128.7944,520721792,245874432,10.4758,-0.2669,-1.626,-0.4022,-1.2238,24.3012,46.2602,1200.07,31.66
120.08,120.27,120.25,138.1146,130.049,121.9834,123.5611,128.8055,655561600,274903552,12.404,-0.118,-2.1609,-0.7539,-1.407,24.072,44.5954,1199.38,32
112.26,111.73,111.7,140.1865,129.0635,117.9405,119.7941,128.7761,702263872,308596352,17.2365,-0.2554,-3.1793,-1.239,-1.9403,16.7009,41.8752,1119.46,48
117.48,117.65,117.64,140.5135,128.3675,116.2214,119.0227,128.7718,717828608,345347936,18.9239,0.0518,-3.5245,-1.6961,-1.8284,31.729,40.2507,1172.53,35.06
112.29,112.97,112.94,141.2821,127.39,113.4979,116.7785,128.7397,662607360,380378720,21.8103,-0.0435,-4.1688,-2.1906,-1.9782,26.5921,37.8578,1120.76,42.99
117.33,117.37,117.36,141.1625,126.71,112.2575,116.9623,128.7328,487979680,396559360,22.812,0.1755,-4.224,-2.5973,-1.6267,37.2214,36.2057,1172.64,39
118.12,118.26,118.21,140.7567,126.0315,111.3063,117.3482,128.7315,313731584,409073504,23.3675,0.2314,-4.1562,-2.9091,-1.2471,38.7192,34.8969,1178.81,36.36
120.62,120.4,120.33,140.2798,125.532,110.7842,118.4388,128.7426,258810576,417217312,23.4965,0.3335,-3.8562,-3.0985,-0.7577,43.3273,34.0714,1204.49,31.87
119.59,119.81,119.71,139.4514,124.875,110.2986,118.8225,128.7481,294095200,428071776,23.3455,0.3187,-3.6594,-3.2107,-0.4487,41.9284,33.8598,1192.76,32.85
119.67,119.54,119.5,138.5128,124.226,109.9392,119.105,128.7538,238201072,427350528,23.0014,0.3406,-3.4571,-3.26,-0.1972,42.0848,33.7445,1193.89,31.58
114.51,114.93,114.89,137.2958,123.227,109.1582,117.5733,128.729,512956224,447684928,22.834,0.1902,-3.6709,-3.3422,-0.3287,35.4522,33.3516,1140.65,42.67
112.64,112.99,112.95,135.9052,122.13,108.3548,115.9289,128.6924,428281248,455767520,22.5583,0.1555,-3.9457,-3.4629,-0.4828,33.398,32.9292,1123.53,43.05
112.73,112.95,112.88,134.3264,121.075,107.8236,114.8626,128.6448,275090592,452387520,21.8895,0.1851,-4.1088,-3.5921,-0.5168,33.5974,33.0977,1123.82,42.44
116.44,116.41,116.4,132.3551,120.2305,108.1059,115.3884,128.6134,331136608,451353024,20.1689,0.3437,-3.8939,-3.6524,-0.2415,41.3884,33.608,1162.35,36.27
118.08,117.72,117.71,130.7785,119.6045,108.4305,116.2856,128.5913,246869680,443075712,18.6849,0.4318,-3.5503,-3.632,0.0817,44.489,35.05,1177.6,35.9
116.28,116.28,116.27,129.036,118.9075,108.779,116.2837,128.5647,312365344,429185280,17.036,0.3703,-3.3842,-3.5824,0.1982,41.8709,36.3214,1159.27,39.76
117.97,118.14,118.13,127.2696,118.3395,109.4094,116.8458,128.544,314495840,406447552,15.0924,0.4793,-3.0807,-3.4821,0.4014,45.1354,38.3524,1176.8,35.59
121.36,121.41,121.38,125.664,117.9685,110.273,118.3505,128.5426,190977184,372361792,13.0467,0.7204,-2.5374,-3.2932,0.7558,51.0714,39.734,1210.08,32.28
121.68,121.03,121.02,124.8854,117.778,110.6706,119.4604,128.55,241315664,340594272,12.0692,0.7745,-2.0573,-3.046,0.9887,51.6037,41.5205,1212.92,32.89
122.22,122.43,122.42,123.9225,117.5805,111.2385,120.3802,128.561,301828288,316542304,10.7875,0.8658,-1.6146,-2.7597,1.1451,52.5419,42.6149,1218.89,31.62
120.94,120.72,120.68,124.0205,117.6145,111.2085,120.5668,128.5749,254585840,300982720,10.8933,0.7596,-1.3515,-2.4781,1.1266,50.0643,43.4252,1204.42,31.82
117.85,117.56,117.56,123.8104,117.503,111.1956,119.6612,128.573,255517200,297101760,10.7357,0.5275,-1.3764,-2.2577,0.8813,44.597,43.5159,1173.97,33.92
116.99,117.04,117.02,123.5802,117.7395,111.8988,118.7708,128.5582,285142752,298857248,9.9214,0.4358,-1.4489,-2.096,0.6471,43.1836,43.6056,1165.24,37
120.29,120.4,120.4,123.8233,117.88,111.9367,119.2772,128.5582,209803120,293237792,10.0836,0.7027,-1.2259,-1.9219,0.6961,49.7632,44.154,1198.62,33.38
119.04,119.19,119.17,123.5921,118.2175,112.8429,119.1981,128.5525,250568192,294062240,9.0928,0.5765,-1.1369,-1.7649,0.628,47.5184,45.0159,1185.9,34.32
115.92,116.41,116.36,123.6027,118.147,112.6913,118.1054,128.5398,380195072,285211520,9.2355,0.2959,-1.3032,-1.6726,0.3694,42.3798,45.6575,1154.23,38.52
116.67,116.86,116.85,123.5681,118.0745,112.5809,117.6269,128.5222,305793440,277045664,9.3054,0.3722,-1.3587,-1.6098,0.2511,43.9489,46.3968,1162.27,38.59
117.74,117.68,117.66,123.2992,117.9305,112.5617,117.6646,128.5169,272514656,276873920,9.1049,0.4823,-1.3014,-1.5481,0.2467,46.1999,46.7405,1172.87,36.91
119.37,119.37,119.36,123.2755,117.9195,112.5635,118.2331,128.5179,319389440,276090784,9.0842,0.6354,-1.1116,-1.4608,0.3492,49.5254,47.1003,1188.68,34.6
121.43,121.61,121.59,123.5309,118.0075,112.4841,119.2987,128.5326,326777120,281417952,9.361,0.8098,-0.786,-1.3259,0.5399,53.4422,47.9268,1209.11,31.97
121.521,121.72,121.71,123.8388,118.358,112.8773,120.0395,128.5352,284528224,279562144,9.2613,0.7886,-0.5146,-1.1636,0.649,53.6134,48.5324,1216.01,30.98
120.31,120.35,120.31,123.607,118.7415,113.8761,120.1297,128.5239,241516928,274696864,8.1951,0.6612,-0.3927,-1.0094,0.6167,50.9289,48.5222,1204.09,32.73
120.17,120.13,120.12,123.1508,119.1135,115.0762,120.1431,128.5103,218932128,276560544,6.7789,0.6308,-0.3039,-0.8683,0.5644,50.6134,48.4515,1202.09,32.86
116.63,116.21,116.19,123.136,119.123,115.1101,118.9721,128.4797,316251200,281556224,6.7374,0.1894,-0.5133,-0.7973,0.284,43.3073,47.7918,1166.76,37.32
112.86,113.14,113.09,123.7055,118.8621,114.0187,116.9347,128.4298,513920096,295695680,8.1496,-0.1196,-0.9722,-0.8323,-0.1399,37.156,46.8698,1129.56,41.35
113.54,113.65,113.62,123.9895,118.7251,113.4606,115.8031,128.3811,307242496,299206144,8.8684,0.0075,-1.2665,-0.9191,-0.3473,38.8433,46.4588,1136.43,41.25
116.24,116.42,116.4,124.0057,118.6385,113.2714,115.9488,128.3435,260673616,299549888,9.0479,0.2766,-1.2672,-0.9887,-0.2784,45.1416,46.5987,1162.95,39.02
117.54,117.56,117.54,123.684,118.4475,113.2111,116.4792,128.3088,311753824,301323968,8.8418,0.4133,-1.1496,-1.0209,-0.1287,47.9226,46.4672,1175.38,37.71
115.145,115.48,115.46,123.3251,118.1208,112.9165,116.0344,128.2617,286696736,306450208,8.8118,0.2141,-1.2354,-1.0638,-0.1716,43.5431,46.1833,1151.06,41.08
116.05,116.27,116.22,122.7318,117.8123,112.8928,116.0396,128.2186,298108800,309619584,8.3513,0.3209,-1.2164,-1.0943,-0.122,45.5674,46.411,1160.4,38.84
113.15,112.89,112.85,122.5204,117.4228,112.3252,115.0764,128.1639,288685504,303518944,8.6824,0.0809,-1.4189,-1.1592,-0.2597,40.5501,46.1682,1131.42,42.96
109.93,109.31,109.29,123.0724,117.0268,110.9812,113.3609,128.0894,365136768,307475168,10.3321,-0.0869,-1.8183,-1.2911,-0.5273,35.8323,45.4277,1099.23,45.45
112.34,112.06,112.04,123.176,116.7943,110.4126,113.0206,128.0296,459177472,319919360,10.9282,0.151,-1.9183,-1.4165,-0.5018,41.3338,44.8425,1123.95,40.82
114.42,114.1,114.09,122.751,116.5008,110.2506,113.4871,127.9787,284108000,317567264,10.7299,0.3335,-1.8088,-1.495,-0.3138,45.6637,44.2869,1144.03,37.81
116.49,116.39,116.38,122.5142,116.3733,110.2324,114.4881,127.9342,257800736,312968832,10.5538,0.5095,-1.5373,-1.5034,-0.0339,49.6467,44.0036,1164.97,36.27
115.71,116.12,116.11,122.5075,116.3628,110.2181,114.8954,127.8839,312657888,314844160,10.5613,0.4469,-1.3693,-1.4766,0.1073,48.2126,43.8096,1155.46,36.2
119.58,119.68,119.67,122.811,116.5083,110.2056,116.4569,127.8538,230666208,314120768,10.8193,0.7437,-0.9133,-1.3639,0.4506,55.1371,44.1327,1194.89,33.02
119.7,119.52,119.5,123.0421,116.6063,110.1705,117.5379,127.824,209087952,313464480,11.0385,0.7404,-0.5361,-1.1984,0.6623,55.3366,44.9919,1195.54,32.86
120.75,120.32,120.3,123.2561,116.6753,110.0945,118.6086,127.7986,281544832,311150720,11.2805,0.8096,-0.1507,-0.9888,0.8382,57.1322,46.4188,1207.25,31.26
120.51,120.4,120.38,123.0882,116.6293,110.1704,119.2424,127.7716,212538800,291058656,11.076,0.8004,0.1339,-0.7643,0.8981,56.5723,47.6852,1203.66,30.7
122.57,122.51,122.5,123.3135,116.6817,110.05,120.3516,127.7558,211397568,284668992,11.3672,0.9439,0.5196,-0.5075,1.0271,60.1793,48.7593,1224.58,28.24
120.23,120.05,120.03,123.3008,116.6777,110.0547,120.3111,127.7282,202311552,280778176,11.3527,0.7682,0.6292,-0.2802,0.9094,54.6288,49.2383,1200.86,33.39
122.58,122.86,122.84,123.7506,116.7982,109.8459,121.0674,127.7059,318857856,281251776,11.9048,0.9158,0.8954,-0.0451,0.9404,58.7441,50.3241,1225.38,31.56
121.13,121.28,121.27,124.226,117.0232,109.8205,121.0883,127.6766,226601264,277245408,12.3099,0.7851,0.9781,0.1596,0.8185,55.4048,51.0267,1209.88,34.44
121.66,121.53,121.52,124.6701,117.4632,110.2564,121.2788,127.6467,262075600,274843200,12.2708,0.7912,1.074,0.3424,0.7315,56.3809,52.1575,1215.39,34.78
123.97,124.06,124.05,125.4841,117.9847,110.4854,122.1759,127.6296,278999360,274197472,12.7123,0.8991,1.3211,0.5382,0.783,60.4444,53.9155,1238.25,31.32
125.49,125.28,125.24,126.5738,118.4473,110.3207,123.2806,127.6214,203215568,263402704,13.7218,0.9333,1.621,0.7547,0.8662,62.8939,55.4555,1254.19,29.26
123.049,123.09,123.08,127.0778,118.7227,110.3676,123.2034,127.6017,268596736,250697328,14.075,0.7589,1.6427,0.9323,0.7104,56.8097,56.2517,1229.05,32.22
124.3,124.33,124.32,127.7028,119.1805,110.6581,123.5689,127.5861,289053792,251027040,14.3017,0.8004,1.7408,1.094,0.6468,58.9988,56.9197,1242,29.86
128.63,128.8,128.78,129.134,119.8094,110.4849,125.256,127.5863,393288896,260059584,15.5657,0.973,2.1433,1.3039,0.8394,65.5142,58.1555,1284.59,25.46
128.6,128.69,128.66,130.129,120.5819,111.0349,126.3706,127.5875,225906496,254276160,15.8349,0.9199,2.4317,1.5295,0.9023,65.4366,58.8912,1285.09,24.53
125.5,125.24,125.21,129.7786,121.3605,112.9423,126.0804,127.5685,228146624,254108192,13.873,0.7459,2.3827,1.7001,0.6826,57.817,59.0684,1253.3,29.96
122.002,122.94,122.91,129.1744,121.8436,114.5127,124.721,127.5309,416565728,267940048,12.0332,0.5108,2.0382,1.7677,0.2704,50.6502,58.6054,1218.28,34.77
123.99,124.05,124.03,128.8585,122.3221,115.7856,124.4773,127.5096,245529376,265539008,10.6872,0.6276,1.9036,1.7949,0.1087,54.1302,58.4309,1237.9,32.74
126.25,126.12,126.09,128.979,122.8101,116.6411,125.0682,127.5005,280849120,270093024,10.0463,0.7788,1.9567,1.8273,0.1294,57.7755,58.2592,1261.16,30.5
125.481,125.69,125.67,128.632,123.2986,117.9652,125.2058,127.486,249401504,272626624,8.6512,0.7046,1.9147,1.8447,0.0699,56.1406,58.3672,1253.23,30.16
126.26,126.32,126.28,128.8275,123.6326,118.4376,125.5572,127.4718,196617168,272247008,8.4039,0.7529,1.9221,1.8602,0.0619,57.454,58.2751,1261.12,29.85
127.88,127.86,127.84,129.2217,124.0416,118.8615,126.3315,127.4654,224426224,265951568,8.3522,0.8705,2.0352,1.8952,0.14,60.1281,58.6124,1275.92,27.48
123.161,123.19,123.17,129.1384,124.1622,119.1859,125.2746,127.4328,337981984,273376960,8.0158,0.3994,1.7242,1.861,-0.1368,50.2254,58.1728,1229.1,36.16
124.32,124.31,124.3,129.0383,124.3527,119.667,124.9564,127.4045,231866464,271363008,7.5361,0.4965,1.5533,1.7995,-0.2461,52.3031,57.5912,1239.69,32.81
126.66,126.69,126.66,129.2707,124.5572,119.8436,125.5243,127.3992,189924320,265424672,7.5685,0.7231,1.5884,1.7573,-0.1688,56.2719,57.1182,1263.85,30.04
125.46,125.7,125.69,129.1038,124.8186,120.5335,125.5029,127.3831,159258224,262494176,6.8661,0.5748,1.5021,1.7062,-0.2041,53.7996,56.9032,1251.78,31.13
126.083,125.93,125.91,129.1839,124.9938,120.8037,125.6962,127.3598,184709392,256901680,6.7045,0.63,1.4671,1.6584,-0.1913,54.9072,56.611,1257.81,31.22
124.08,123.69,123.68,128.969,125.1413,121.3136,125.1575,127.3278,235782464,253350272,6.1174,0.3614,1.2631,1.5793,-0.3162,50.6987,55.5527,1236.91,33.51
122.105,122.08,122.07,128.9144,125.1636,121.4127,124.14,127.2844,331219808,249212320,5.9936,0.0923,0.9313,1.4497,-0.5184,46.8829,54.2275,1216.13,34.51
121.979,121.91,121.91,129.0355,125.064,121.0925,123.4197,127.2385,215580352,248523920,6.3511,0.1116,0.6508,1.2899,-0.6392,46.6417,53.4292,1215.65,32
119.661,119.65,119.62,129.3807,124.7726,120.1644,122.1668,127.177,229611600,248621584,7.3865,-0.0546,0.2386,1.0797,-0.8411,42.3277,52.8348,1192.98,32.91
119.19,118.84,118.81,129.7492,124.5796,119.41,121.1745,127.1101,216494848,235283520,8.2993,-0.0213,-0.1246,0.8388,-0.9634,41.488,51.9318,1188.04,31.97
116.56,116.62,116.61,130.4355,124.1926,117.9498,119.6363,127.0315,224531648,233883680,10.0535,-0.1113,-0.6175,0.5475,-1.1651,37.0661,50.4525,1161.79,33.98
116.34,115.98,115.97,130.3499,123.5781,116.8063,118.5376,126.9516,99556976,221797536,10.9595,-0.0344,-1.0143,0.2352,-1.2495,36.7136,49.0649,1158.67,34.47
119.71,119.69,119.67,129.6922,123.1336,116.575,118.9284,126.8846,210686016,219216496,10.6529,0.239,-1.0447,-0.0208,-1.0239,45.2957,48.1964,1192.55,32.13
120.05,120.2,120.19,129.4566,122.8611,116.2656,119.3023,126.8177,199241488,219391456,10.7365,0.2869,-1.0295,-0.2225,-0.807,46.09,47.1937,1195.19,30.64
124.99,125.01,125,129.6565,123.0105,116.3645,121.1982,126.7776,324439456,226059008,10.8056,0.6489,-0.6118,-0.3004,-0.3114,56.0705,47.6112,1246.96,27.8
124.97,124.93,124.93,129.748,123.0595,116.371,122.4554,126.7332,176954752,215323856,10.8704,0.6428,-0.2792,-0.2961,0.017,56.0253,47.8771,1244.58,27.41
124.86,124.95,124.92,129.5725,122.99,116.4075,123.257,126.6863,221109696,214606736,10.7041,0.642,-0.0242,-0.2417,0.2176,55.759,47.8405,1244.28,27.52
126.22,126.06,126.05,129.673,123.0269,116.3809,124.2446,126.6447,225263840,216962704,10.8042,0.7402,0.2844,-0.1365,0.4209,58.3929,48.1685,1257.08,27.84
126.26,126.08,126.07,129.673,123.0269,116.3809,124.9164,126.6169,178842048,218268288,10.8042,0.7432,0.5261,-0.004,0.5301,58.4712,48.4231,1258.47,28.13
126.73,126.99,126.97,129.4647,122.9695,116.4742,125.521,126.5954,237802480,221807824,10.564,0.7895,0.747,0.1462,0.6008,59.4372,49.0473,1261.01,28.67
123.95,124.16,124.13,129.5179,123.0089,116.4999,124.9973,126.5605,240862720,222146512,10.583,0.5723,0.6898,0.2549,0.4348,51.7664,49.3961,1234.35,30.59
126.05,126.45,126.46,129.7168,123.0954,116.474,125.3482,126.5291,209111328,214005952,10.7582,0.7231,0.8046,0.3648,0.4397,56.3493,50.0895,1255.19,26.38
124.21,124.13,124.12,129.4142,122.9729,116.5316,124.9688,126.4844,215826048,214022336,10.4759,0.596,0.7386,0.4396,0.299,51.713,50.7599,1236.47,25.67
123.05,123.23,123.2,129.1924,122.8524,116.5124,124.3292,126.445,245159712,215058864,10.3214,0.5156,0.5859,0.4689,0.1171,48.9771,51.2948,1225.73,25.41
121.74,121.81,121.78,128.8133,122.6353,116.4573,123.4661,126.3977,238618784,216533792,10.0754,0.4275,0.3551,0.4461,-0.091,46.0164,51.9341,1211.82,26.04
122.185,122.4,122.39,128.685,122.5405,116.396,123.0391,126.3413,199109120,214838960,10.0285,0.4711,0.2058,0.398,-0.1923,47.1844,52.682,1215.75,25.11
121.59,121.51,121.51,128.6706,122.5147,116.3589,122.5561,126.2869,220481296,222900592,10.0492,0.4249,0.039,0.3262,-0.2873,45.7588,52.7151,1219.66,24.29
120.29,120.38,120.35,128.6592,122.4303,116.2014,121.8007,126.2312,183902960,221115056,10.1754,0.3282,-0.1959,0.2218,-0.4177,42.7216,52.4745,1205.35,24.92
123.93,124.08,124.01,128.7702,122.6438,116.5174,122.5105,126.1879,225418080,222860160,9.9906,0.605,-0.0873,0.16,-0.2473,52.2736,52.2033,1241.31,23.22
